baseline,policy_seed,graph_task_success,recovery_success,worst_order_success,fixed_order_success,long_horizon_completion,order_gap
bc_all,20260909,0.20000000000000007,0.5,0.0,0.0,0.20000000000000007,0.0
bc_all,20260910,0.0,0.0,0.0,0.0,0.0,0.0
bc_all,20260911,0.4,1.0,0.0,0.0,0.4,0.0
linear_sarm_equiv,20260909,0.20000000000000007,0.5,0.0,0.0,0.20000000000000007,0.0
linear_sarm_equiv,20260910,0.0,0.0,0.0,0.0,0.0,0.0
linear_sarm_equiv,20260911,0.0,0.0,0.0,0.0,0.0,0.0
sequential_transition,20260909,0.20000000000000007,0.5,0.0,0.0,0.20000000000000007,0.0
sequential_transition,20260910,0.0,0.0,0.0,0.0,0.0,0.0
sequential_transition,20260911,0.19999999999999996,0.0,1.0,0.33333333333333337,0.19999999999999996,-1.0
