semantic_type,chunk_count,mean_weight,median_weight,p90_weight,positive_weight_rate,total_weight_mass
alternative_order_A_then_B,80,1.0244094028830315,1.027173358211682,1.0417637092266596,1.0,81.95275223064252
alternative_order_B_then_A,80,0.9791663403320634,0.9801246361589304,0.9844003770231241,1.0,78.33330722656507
failure_onset,40,0.9889615389845684,0.9892196310118997,0.9919576202308189,1.0,39.558461559382735
forward_normal,60,1.3418400683537206,1.343458261910604,1.3510813481885657,1.0,80.51040410122323
recovery,218,0.9212004052386285,1.444714777171988,1.7239080085139693,0.8027522935779816,200.821688342021
