task_id,method,policy_seed,condition,rollout_index,paired_eval_seed,success,recovery_success,failed,steps,checkpoint_sha256,cuda_used
transport_dual_order,linear_sarm_equiv,20260912,B_first,30,20260950,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,31,20260951,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,32,20260952,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,33,20260953,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,34,20260954,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,35,20260955,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,36,20260956,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,37,20260957,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,38,20260958,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
transport_dual_order,linear_sarm_equiv,20260912,B_first,39,20260959,0,0,0,22,2a67c555a6ffcf1900a38ad4022d228eca761f33be5fa45b5c4843b19549f6c6,True
