method,policy_seed,graph_task_success,recovery_success,worst_order_success,fixed_order_success,long_horizon_completion,order_gap,A_first,B_first
linear_sarm_equiv,20260913.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
pathgraph_reward_v1_locked,20260913.0,0.7333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.7333333333333334,0.3333333333333333,0.6666666666666666,0.3333333333333333
