episodes,error_sum,estimability,event,event_id,f1,fn,fp,mae,matched_count,model,precision,recall,split,tolerance,tp
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_only_s622,,0.0,val,2,0
108,0.0,estimable,contact_on,1,0.9515418502202644,0,11,0.0,108,boundary_model:causal_weak_only_s622,0.907563025210084,1.0,test,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_only_s622,,0.0,test,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s622,1.0,1.0,test,1,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s622,1.0,1.0,test,1,27
108,0.0,estimable,contact_reestablished,5,0.6666666666666667,11,2,0.0,13,boundary_model:causal_weak_only_s622,0.8666666666666667,0.5416666666666666,test,1,13
108,0.0,estimable,detour_start,6,0.00900900900900901,23,197,0.0,1,boundary_model:causal_weak_only_s622,0.005050505050505051,0.041666666666666664,test,1,1
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_only_s622,1.0,1.0,test,1,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_only_s622,,0.0,test,1,0
108,0.0,estimable,terminal_failure,9,0.5373134328358209,3,28,0.0,18,boundary_model:causal_weak_only_s622,0.391304347826087,0.8571428571428571,test,1,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_only_s622,,0.0,test,1,0
108,0.0,estimable,contact_on,1,0.9515418502202644,0,11,0.0,108,boundary_model:causal_weak_only_s622,0.907563025210084,1.0,test,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_only_s622,,0.0,test,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s622,1.0,1.0,test,2,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s622,1.0,1.0,test,2,27
108,0.0,estimable,contact_reestablished,5,0.6666666666666667,11,2,0.0,13,boundary_model:causal_weak_only_s622,0.8666666666666667,0.5416666666666666,test,2,13
108,2.0,estimable,detour_start,6,0.01801801801801802,22,196,1.0,2,boundary_model:causal_weak_only_s622,0.010101010101010102,0.08333333333333333,test,2,2
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_only_s622,1.0,1.0,test,2,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_only_s622,,0.0,test,2,0
108,0.0,estimable,terminal_failure,9,0.5373134328358209,3,28,0.0,18,boundary_model:causal_weak_only_s622,0.391304347826087,0.8571428571428571,test,2,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_only_s622,,0.0,test,2,0
108,0.0,estimable,contact_on,1,0.9863013698630138,0,3,0.0,108,boundary_model:causal_weak_only_s623,0.972972972972973,1.0,val,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_only_s623,,0.0,val,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_only_s623,1.0,1.0,val,1,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:causal_weak_only_s623,1.0,1.0,val,1,25
108,0.0,estimable,contact_reestablished,5,0.888888888888889,3,2,0.0,20,boundary_model:causal_weak_only_s623,0.9090909090909091,0.8695652173913043,val,1,20
108,2.0,estimable,detour_start,6,0.01951219512195122,57,144,1.0,2,boundary_model:causal_weak_only_s623,0.0136986301369863,0.03389830508474576,val,1,2
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_only_s623,1.0,1.0,val,1,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_only_s623,,0.0,val,1,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_only_s623,0.23684210526315788,0.9,val,1,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_only_s623,,0.0,val,1,0
108,0.0,estimable,contact_on,1,0.9863013698630138,0,3,0.0,108,boundary_model:causal_weak_only_s623,0.972972972972973,1.0,val,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_only_s623,,0.0,val,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_only_s623,1.0,1.0,val,2,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:causal_weak_only_s623,1.0,1.0,val,2,25
108,0.0,estimable,contact_reestablished,5,0.888888888888889,3,2,0.0,20,boundary_model:causal_weak_only_s623,0.9090909090909091,0.8695652173913043,val,2,20
108,10.0,estimable,detour_start,6,0.05853658536585366,53,140,1.6666666666666667,6,boundary_model:causal_weak_only_s623,0.0410958904109589,0.1016949152542373,val,2,6
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_only_s623,1.0,1.0,val,2,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_only_s623,,0.0,val,2,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_only_s623,0.23684210526315788,0.9,val,2,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_only_s623,,0.0,val,2,0
108,0.0,estimable,contact_on,1,0.9515418502202644,0,11,0.0,108,boundary_model:causal_weak_only_s623,0.907563025210084,1.0,test,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_only_s623,,0.0,test,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s623,1.0,1.0,test,1,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s623,1.0,1.0,test,1,27
108,0.0,estimable,contact_reestablished,5,0.65,11,3,0.0,13,boundary_model:causal_weak_only_s623,0.8125,0.5416666666666666,test,1,13
108,0.0,estimable,detour_start,6,,24,165,,0,boundary_model:causal_weak_only_s623,0.0,0.0,test,1,0
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_only_s623,1.0,1.0,test,1,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_only_s623,,0.0,test,1,0
108,0.0,estimable,terminal_failure,9,0.5294117647058824,3,29,0.0,18,boundary_model:causal_weak_only_s623,0.3829787234042553,0.8571428571428571,test,1,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_only_s623,,0.0,test,1,0
108,0.0,estimable,contact_on,1,0.9515418502202644,0,11,0.0,108,boundary_model:causal_weak_only_s623,0.907563025210084,1.0,test,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_only_s623,,0.0,test,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s623,1.0,1.0,test,2,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_only_s623,1.0,1.0,test,2,27
108,0.0,estimable,contact_reestablished,5,0.65,11,3,0.0,13,boundary_model:causal_weak_only_s623,0.8125,0.5416666666666666,test,2,13
108,0.0,estimable,detour_start,6,,24,165,,0,boundary_model:causal_weak_only_s623,0.0,0.0,test,2,0
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_only_s623,1.0,1.0,test,2,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_only_s623,,0.0,test,2,0
108,0.0,estimable,terminal_failure,9,0.5294117647058824,3,29,0.0,18,boundary_model:causal_weak_only_s623,0.3829787234042553,0.8571428571428571,test,2,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_only_s623,,0.0,test,2,0
108,0.0,estimable,contact_on,1,1.0,0,0,0.0,108,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,val,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,1,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,1,25
108,0.0,estimable,contact_reestablished,5,1.0,0,0,0.0,23,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,1,23
108,3.0,estimable,detour_start,6,0.02142857142857143,56,218,1.0,3,boundary_model:causal_weak_plus_oracle30_s621,0.013574660633484163,0.05084745762711865,val,1,3
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,1,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,val,1,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_plus_oracle30_s621,0.23684210526315788,0.9,val,1,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,val,1,0
108,0.0,estimable,contact_on,1,1.0,0,0,0.0,108,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,val,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,2,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,2,25
108,0.0,estimable,contact_reestablished,5,1.0,0,0,0.0,23,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,2,23
108,11.0,estimable,detour_start,6,0.049999999999999996,52,214,1.5714285714285714,7,boundary_model:causal_weak_plus_oracle30_s621,0.03167420814479638,0.11864406779661017,val,2,7
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,val,2,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,val,2,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_plus_oracle30_s621,0.23684210526315788,0.9,val,2,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,val,2,0
108,0.0,estimable,contact_on,1,0.9953917050691244,0,1,0.0,108,boundary_model:causal_weak_plus_oracle30_s621,0.9908256880733946,1.0,test,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,test,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,test,1,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,test,1,27
108,0.0,estimable,contact_reestablished,5,0.9787234042553191,1,0,0.0,23,boundary_model:causal_weak_plus_oracle30_s621,1.0,0.9583333333333334,test,1,23
108,0.0,estimable,detour_start,6,0.008130081300813007,23,221,0.0,1,boundary_model:causal_weak_plus_oracle30_s621,0.0045045045045045045,0.041666666666666664,test,1,1
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,test,1,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,test,1,0
108,0.0,estimable,terminal_failure,9,0.5538461538461539,3,26,0.0,18,boundary_model:causal_weak_plus_oracle30_s621,0.4090909090909091,0.8571428571428571,test,1,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,test,1,0
108,0.0,estimable,contact_on,1,0.9953917050691244,0,1,0.0,108,boundary_model:causal_weak_plus_oracle30_s621,0.9908256880733946,1.0,test,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,test,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,test,2,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,test,2,27
108,0.0,estimable,contact_reestablished,5,0.9787234042553191,1,0,0.0,23,boundary_model:causal_weak_plus_oracle30_s621,1.0,0.9583333333333334,test,2,23
108,0.0,estimable,detour_start,6,0.008130081300813007,23,221,0.0,1,boundary_model:causal_weak_plus_oracle30_s621,0.0045045045045045045,0.041666666666666664,test,2,1
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_plus_oracle30_s621,1.0,1.0,test,2,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,test,2,0
108,0.0,estimable,terminal_failure,9,0.5538461538461539,3,26,0.0,18,boundary_model:causal_weak_plus_oracle30_s621,0.4090909090909091,0.8571428571428571,test,2,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_plus_oracle30_s621,,0.0,test,2,0
108,0.0,estimable,contact_on,1,0.9,0,24,0.0,108,boundary_model:causal_weak_plus_oracle30_s622,0.8181818181818182,1.0,val,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,val,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,val,1,25
108,0.0,estimable,recovery_start,4,0.9803921568627451,0,1,0.0,25,boundary_model:causal_weak_plus_oracle30_s622,0.9615384615384616,1.0,val,1,25
108,0.0,estimable,contact_reestablished,5,0.16,21,0,0.0,2,boundary_model:causal_weak_plus_oracle30_s622,1.0,0.08695652173913043,val,1,2
108,2.0,estimable,detour_start,6,0.021621621621621623,57,124,1.0,2,boundary_model:causal_weak_plus_oracle30_s622,0.015873015873015872,0.03389830508474576,val,1,2
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,val,1,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,val,1,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_plus_oracle30_s622,0.23684210526315788,0.9,val,1,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,val,1,0
108,0.0,estimable,contact_on,1,0.9,0,24,0.0,108,boundary_model:causal_weak_plus_oracle30_s622,0.8181818181818182,1.0,val,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,val,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,val,2,25
108,0.0,estimable,recovery_start,4,0.9803921568627451,0,1,0.0,25,boundary_model:causal_weak_plus_oracle30_s622,0.9615384615384616,1.0,val,2,25
108,0.0,estimable,contact_reestablished,5,0.16,21,0,0.0,2,boundary_model:causal_weak_plus_oracle30_s622,1.0,0.08695652173913043,val,2,2
108,6.0,estimable,detour_start,6,0.043243243243243246,55,122,1.5,4,boundary_model:causal_weak_plus_oracle30_s622,0.031746031746031744,0.06779661016949153,val,2,4
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,val,2,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,val,2,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_plus_oracle30_s622,0.23684210526315788,0.9,val,2,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,val,2,0
108,0.0,estimable,contact_on,1,0.896265560165975,0,25,0.0,108,boundary_model:causal_weak_plus_oracle30_s622,0.8120300751879699,1.0,test,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,test,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,test,1,27
108,0.0,estimable,recovery_start,4,0.9642857142857143,0,2,0.0,27,boundary_model:causal_weak_plus_oracle30_s622,0.9310344827586207,1.0,test,1,27
108,0.0,estimable,contact_reestablished,5,0.2857142857142857,20,0,0.0,4,boundary_model:causal_weak_plus_oracle30_s622,1.0,0.16666666666666666,test,1,4
108,0.0,estimable,detour_start,6,0.011049723756906079,23,156,0.0,1,boundary_model:causal_weak_plus_oracle30_s622,0.006369426751592357,0.041666666666666664,test,1,1
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,test,1,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,test,1,0
108,0.0,estimable,terminal_failure,9,0.5538461538461539,3,26,0.0,18,boundary_model:causal_weak_plus_oracle30_s622,0.4090909090909091,0.8571428571428571,test,1,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,test,1,0
108,0.0,estimable,contact_on,1,0.896265560165975,0,25,0.0,108,boundary_model:causal_weak_plus_oracle30_s622,0.8120300751879699,1.0,test,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,test,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,test,2,27
108,0.0,estimable,recovery_start,4,0.9642857142857143,0,2,0.0,27,boundary_model:causal_weak_plus_oracle30_s622,0.9310344827586207,1.0,test,2,27
108,0.0,estimable,contact_reestablished,5,0.2857142857142857,20,0,0.0,4,boundary_model:causal_weak_plus_oracle30_s622,1.0,0.16666666666666666,test,2,4
108,0.0,estimable,detour_start,6,0.011049723756906079,23,156,0.0,1,boundary_model:causal_weak_plus_oracle30_s622,0.006369426751592357,0.041666666666666664,test,2,1
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_plus_oracle30_s622,1.0,1.0,test,2,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,test,2,0
108,0.0,estimable,terminal_failure,9,0.5538461538461539,3,26,0.0,18,boundary_model:causal_weak_plus_oracle30_s622,0.4090909090909091,0.8571428571428571,test,2,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_plus_oracle30_s622,,0.0,test,2,0
108,0.0,estimable,contact_on,1,0.9908256880733944,0,2,0.0,108,boundary_model:causal_weak_plus_oracle30_s623,0.9818181818181818,1.0,val,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,val,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,val,1,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,val,1,25
108,0.0,estimable,contact_reestablished,5,0.9130434782608695,2,2,0.0,21,boundary_model:causal_weak_plus_oracle30_s623,0.9130434782608695,0.9130434782608695,val,1,21
108,2.0,estimable,detour_start,6,0.020100502512562814,57,138,1.0,2,boundary_model:causal_weak_plus_oracle30_s623,0.014285714285714285,0.03389830508474576,val,1,2
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,val,1,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,val,1,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_plus_oracle30_s623,0.23684210526315788,0.9,val,1,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,val,1,0
108,0.0,estimable,contact_on,1,0.9908256880733944,0,2,0.0,108,boundary_model:causal_weak_plus_oracle30_s623,0.9818181818181818,1.0,val,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,val,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,val,2,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,val,2,25
108,0.0,estimable,contact_reestablished,5,0.9130434782608695,2,2,0.0,21,boundary_model:causal_weak_plus_oracle30_s623,0.9130434782608695,0.9130434782608695,val,2,21
108,10.0,estimable,detour_start,6,0.06030150753768844,53,134,1.6666666666666667,6,boundary_model:causal_weak_plus_oracle30_s623,0.04285714285714286,0.1016949152542373,val,2,6
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,val,2,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,val,2,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:causal_weak_plus_oracle30_s623,0.23684210526315788,0.9,val,2,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,val,2,0
108,0.0,estimable,contact_on,1,0.9600000000000001,0,9,0.0,108,boundary_model:causal_weak_plus_oracle30_s623,0.9230769230769231,1.0,test,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,test,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,test,1,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,test,1,27
108,0.0,estimable,contact_reestablished,5,0.7142857142857143,9,3,0.0,15,boundary_model:causal_weak_plus_oracle30_s623,0.8333333333333334,0.625,test,1,15
108,0.0,estimable,detour_start,6,,24,166,,0,boundary_model:causal_weak_plus_oracle30_s623,0.0,0.0,test,1,0
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,test,1,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,test,1,0
108,0.0,estimable,terminal_failure,9,0.5294117647058824,3,29,0.0,18,boundary_model:causal_weak_plus_oracle30_s623,0.3829787234042553,0.8571428571428571,test,1,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,test,1,0
108,0.0,estimable,contact_on,1,0.9600000000000001,0,9,0.0,108,boundary_model:causal_weak_plus_oracle30_s623,0.9230769230769231,1.0,test,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,test,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,test,2,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,test,2,27
108,0.0,estimable,contact_reestablished,5,0.7142857142857143,9,3,0.0,15,boundary_model:causal_weak_plus_oracle30_s623,0.8333333333333334,0.625,test,2,15
108,0.0,estimable,detour_start,6,,24,166,,0,boundary_model:causal_weak_plus_oracle30_s623,0.0,0.0,test,2,0
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,87,boundary_model:causal_weak_plus_oracle30_s623,1.0,1.0,test,2,87
108,0.0,estimable,stable_success,8,,87,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,test,2,0
108,0.0,estimable,terminal_failure,9,0.5294117647058824,3,29,0.0,18,boundary_model:causal_weak_plus_oracle30_s623,0.3829787234042553,0.8571428571428571,test,2,18
108,0.0,estimable,stagnation_onset,10,,18,0,,0,boundary_model:causal_weak_plus_oracle30_s623,,0.0,test,2,0
108,0.0,estimable,contact_on,1,1.0,0,0,0.0,108,boundary_model:offline_teacher_s621,1.0,1.0,val,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:offline_teacher_s621,,0.0,val,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:offline_teacher_s621,1.0,1.0,val,1,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:offline_teacher_s621,1.0,1.0,val,1,25
108,0.0,estimable,contact_reestablished,5,1.0,0,0,0.0,23,boundary_model:offline_teacher_s621,1.0,1.0,val,1,23
108,3.0,estimable,detour_start,6,0.01954397394136808,56,245,1.0,3,boundary_model:offline_teacher_s621,0.012096774193548387,0.05084745762711865,val,1,3
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:offline_teacher_s621,1.0,1.0,val,1,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:offline_teacher_s621,,0.0,val,1,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:offline_teacher_s621,0.23684210526315788,0.9,val,1,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:offline_teacher_s621,,0.0,val,1,0
108,0.0,estimable,contact_on,1,1.0,0,0,0.0,108,boundary_model:offline_teacher_s621,1.0,1.0,val,2,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:offline_teacher_s621,,0.0,val,2,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,25,boundary_model:offline_teacher_s621,1.0,1.0,val,2,25
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,25,boundary_model:offline_teacher_s621,1.0,1.0,val,2,25
108,0.0,estimable,contact_reestablished,5,1.0,0,0,0.0,23,boundary_model:offline_teacher_s621,1.0,1.0,val,2,23
108,11.0,estimable,detour_start,6,0.04560260586319219,52,241,1.5714285714285714,7,boundary_model:offline_teacher_s621,0.028225806451612902,0.11864406779661017,val,2,7
108,0.0,estimable,goal_enter,7,1.0,0,0,0.0,88,boundary_model:offline_teacher_s621,1.0,1.0,val,2,88
108,0.0,estimable,stable_success,8,,88,0,,0,boundary_model:offline_teacher_s621,,0.0,val,2,0
108,0.0,estimable,terminal_failure,9,0.375,2,58,0.0,18,boundary_model:offline_teacher_s621,0.23684210526315788,0.9,val,2,18
108,0.0,estimable,stagnation_onset,10,,15,0,,0,boundary_model:offline_teacher_s621,,0.0,val,2,0
108,0.0,estimable,contact_on,1,1.0,0,0,0.0,108,boundary_model:offline_teacher_s621,1.0,1.0,test,1,108
108,0.0,estimable,transport_on,2,,108,0,,0,boundary_model:offline_teacher_s621,,0.0,test,1,0
108,0.0,estimable,contact_off_failure,3,1.0,0,0,0.0,27,boundary_model:offline_teacher_s621,1.0,1.0,test,1,27
108,0.0,estimable,recovery_start,4,1.0,0,0,0.0,27,boundary_model:offline_teacher_s621,1.0,1.0,test,1,27
