pair_id,motif,same_mask,left_sha,right_sha
1310104_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310104_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310104_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310104_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310104_slot11,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310104_slot12,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310104_slot13,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310104_slot14,SHARED_PREREQUISITE,True,ed35bf38014674676adc387d2fcc107ac2f76435d03c76e58e0aa5213b6e32b1,ed35bf38014674676adc387d2fcc107ac2f76435d03c76e58e0aa5213b6e32b1
1310104_slot15,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot00,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot01,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot02,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot03,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot04,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot05,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot06,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310105_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310105_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310105_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310105_slot11,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot12,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot13,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310105_slot14,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310105_slot15,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot00,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot01,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot02,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot03,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot04,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot05,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot06,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310106_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310106_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310106_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310106_slot11,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot12,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot13,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310106_slot14,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310106_slot15,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot00,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot01,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot02,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot03,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot04,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot05,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot06,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310107_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310107_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310107_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310107_slot11,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot12,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot13,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310107_slot14,SHARED_PREREQUISITE,True,ed35bf38014674676adc387d2fcc107ac2f76435d03c76e58e0aa5213b6e32b1,ed35bf38014674676adc387d2fcc107ac2f76435d03c76e58e0aa5213b6e32b1
1310107_slot15,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot00,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot01,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot02,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot03,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot04,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot05,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot06,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310108_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310108_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310108_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310108_slot11,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot12,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot13,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310108_slot14,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310108_slot15,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot00,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot01,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot02,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot03,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot04,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot05,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot06,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310109_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310109_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310109_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310109_slot11,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot12,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot13,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310109_slot14,SHARED_PREREQUISITE,True,ed35bf38014674676adc387d2fcc107ac2f76435d03c76e58e0aa5213b6e32b1,ed35bf38014674676adc387d2fcc107ac2f76435d03c76e58e0aa5213b6e32b1
1310109_slot15,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot00,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot01,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot02,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot03,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot04,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot05,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot06,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310110_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310110_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310110_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310110_slot11,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot12,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot13,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310110_slot14,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310110_slot15,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot00,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot01,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot02,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot03,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot04,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot05,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot06,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310111_slot07,SHARED_PREREQUISITE,True,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0,08164eeb0aff67e0b7b18cfd68b5cb129abcac4fa01cf02a1fd5a2b7e39bbcf0
1310111_slot08,SHARED_PREREQUISITE,True,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af,c36a3c60d19ebdb1a9a2f4b9fef3a0ffde60a0ff4617a1801cf99296d91b45af
1310111_slot09,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
1310111_slot10,SHARED_PREREQUISITE,True,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae,4994db00ca55018958dea169991aa24d33720d315c7cb7dd601bbbcff8e79fae
