rollout_id,case_id,event_name,event_time,event_capture_order,event_order_source,sample_time,sample_capture_order,sample_phase,relation,weld_state,contact_present,source_path,source_sha256,order_provenance_verified,legacy_column,legacy_value,new_column,new_value,reason
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,K4_regular_hold_loss,contact_lost,0.8,NOT_RECORDED,NOT_RECORDED,1.35,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_00_840000:K5_brief_hold_loss,K5_brief_hold_loss,contact_lost,0.65,NOT_RECORDED,NOT_RECORDED,1.2,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K5_brief_hold_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_00_840000:K6_long_gap_after_loss,K6_long_gap_after_loss,contact_lost,0.8,NOT_RECORDED,NOT_RECORDED,2.1,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K6_long_gap_after_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_01_840001:K4_regular_hold_loss,K4_regular_hold_loss,contact_lost,0.85,NOT_RECORDED,NOT_RECORDED,1.4,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_01_840001/K4_regular_hold_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_01_840001:K5_brief_hold_loss,K5_brief_hold_loss,contact_lost,0.7,NOT_RECORDED,NOT_RECORDED,1.25,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_01_840001/K5_brief_hold_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_01_840001:K6_long_gap_after_loss,K6_long_gap_after_loss,contact_lost,0.85,NOT_RECORDED,NOT_RECORDED,2.15,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_01_840001/K6_long_gap_after_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,K4_regular_hold_loss,contact_lost,0.9,NOT_RECORDED,NOT_RECORDED,1.45,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_02_840002/K4_regular_hold_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,K5_brief_hold_loss,contact_lost,0.75,NOT_RECORDED,NOT_RECORDED,1.3,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_02_840002/K5_brief_hold_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_02_840002:K6_long_gap_after_loss,K6_long_gap_after_loss,contact_lost,0.9,NOT_RECORDED,NOT_RECORDED,2.2,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_02_840002/K6_long_gap_after_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
L2RAR2_REPAIR_03_840003:K4_regular_hold_loss,K4_regular_hold_loss,contact_lost,0.85,NOT_RECORDED,NOT_RECORDED,1.4,NOT_RECORDED,observation_window_end,STRICTLY_AFTER_EVENT,1,NOT_RECORDED,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_03_840003/K4_regular_hold_loss,516c1a139c997bce2d2a5a1a6442f2a844416ac0944cee427cd3985dfa5a0501,false,weld_state_after,1,weld_at_first_strictly_later_sample,NOT_AVAILABLE,"R12 does not infer event-after support; saved contact stream predecessor and capture order are unavailable, so same-time order remains unknown."
