actual_recovery_success,arm_id,candidate_error,case_id,failure_stage,false_executed_action,family_id,family_seed,final_task_success,fusion_enabled,goal_verifications,inner_recovery_loops,outer_recovery_cycles,proposal_source,proposal_time_ns,rearmed_loss_episodes,recovery_executions,recovery_required,rollout_seed,schema,signal_exposed,signal_not_observed,supervision_success,supervisor_v2_enabled,task_duration_s
True,F1_S1_FUSION_SUPERVISOR,False,R25C1_contact_absence_edge_missing,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,"[False, True]",2,2,REAL_RGB_DETACH,2250000000,2,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 9.713721131775738e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900203,l2rar2_r25_factorial_outcome_v1,True,False,True,True,15.559999999999713
False,F0_S0_CLP3_BASELINE,False,R25C2_rgb_detach_contact_masked,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,False,[],0,0,,,0,[],True,89900210,l2rar2_r25_factorial_outcome_v1,False,True,False,False,3.799999999999963
False,F0_S1_SUPERVISOR_ONLY,False,R25C2_rgb_detach_contact_masked,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,False,[],0,0,,,0,[],True,89900212,l2rar2_r25_factorial_outcome_v1,False,True,False,True,3.799999999999963
True,F1_S0_FUSION_ONLY,False,R25C2_rgb_detach_contact_masked,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,True,[False],1,1,REAL_RGB_DETACH,2250000000,0,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900211,l2rar2_r25_factorial_outcome_v1,True,False,False,False,9.15999999999985
True,F1_S1_FUSION_SUPERVISOR,False,R25C2_rgb_detach_contact_masked,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,"[False, True]",2,2,REAL_RGB_DETACH,2250000000,2,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 9.713721131775738e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900213,l2rar2_r25_factorial_outcome_v1,True,False,True,True,15.559999999999713
False,F0_S0_CLP3_BASELINE,False,R25C3_transient_relocation_error,RELOCATION_ERROR,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,False,[False],2,1,CLP3,2200000000,0,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}]",True,89900220,l2rar2_r25_factorial_outcome_v1,True,False,False,False,6.30999999999991
True,F0_S1_SUPERVISOR_ONLY,False,R25C3_transient_relocation_error,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,False,"[False, True]",4,3,CLP3,2200000000,2,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}, {'duration_s': 6.4999999999998614, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00014704707055163358, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.400000000000432, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.0111600519877225e-07, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900222,l2rar2_r25_factorial_outcome_v1,True,False,True,True,19.210000000000203
False,F1_S0_FUSION_ONLY,False,R25C3_transient_relocation_error,RELOCATION_ERROR,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,True,[False],2,1,CLP3,2200000000,0,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}]",True,89900221,l2rar2_r25_factorial_outcome_v1,True,False,False,False,6.30999999999991
True,F1_S1_FUSION_SUPERVISOR,False,R25C3_transient_relocation_error,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,"[False, True]",4,3,CLP3,2200000000,2,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}, {'duration_s': 6.4999999999998614, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00014704707055163358, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.400000000000432, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.0111600519877225e-07, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900223,l2rar2_r25_factorial_outcome_v1,True,False,True,True,19.210000000000203
True,F0_S0_CLP3_BASELINE,False,R25C4_goal_verification_retry,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,False,[False],1,1,CLP3,2200000000,0,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900230,l2rar2_r25_factorial_outcome_v1,True,False,False,False,9.15999999999985
True,F0_S1_SUPERVISOR_ONLY,False,R25C4_goal_verification_retry,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,False,"[False, True]",2,2,CLP3,2200000000,2,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00025966871850964534, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900232,l2rar2_r25_factorial_outcome_v1,True,False,True,True,15.559999999999713
True,F1_S0_FUSION_ONLY,False,R25C4_goal_verification_retry,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,True,[False],1,1,CLP3,2200000000,0,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900231,l2rar2_r25_factorial_outcome_v1,True,False,False,False,9.15999999999985
True,F1_S1_FUSION_SUPERVISOR,False,R25C4_goal_verification_retry,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,"[False, True]",2,2,CLP3,2200000000,2,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00025966871850964534, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900233,l2rar2_r25_factorial_outcome_v1,True,False,True,True,15.559999999999713
True,F0_S0_CLP3_BASELINE,False,R25C5_secondary_loss_rearm,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,False,[False],1,1,CLP3,2200000000,0,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900240,l2rar2_r25_factorial_outcome_v1,True,False,False,False,9.15999999999985
True,F0_S1_SUPERVISOR_ONLY,False,R25C5_secondary_loss_rearm,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,False,"[False, True]",2,2,CLP3,2200000000,2,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.0903559528745927e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900242,l2rar2_r25_factorial_outcome_v1,True,False,True,True,15.559999999999713
True,F1_S0_FUSION_ONLY,False,R25C5_secondary_loss_rearm,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_02_898002,898002,False,True,[False],1,1,CLP3,2200000000,0,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900241,l2rar2_r25_factorial_outcome_v1,True,False,False,False,9.15999999999985
True,F1_S1_FUSION_SUPERVISOR,False,R25C5_secondary_loss_rearm,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,"[False, True, True]",3,3,CLP3,2200000000,3,"[{'duration_s': 6.849999999999854, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0004849846437598411, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.0903559528745927e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.4000000000009205, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 6.581061928745413e-08, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900243,l2rar2_r25_factorial_outcome_v1,True,False,True,True,21.960000000000633
False,F0_S0_CLP3_BASELINE,False,R25C6_partial_slip_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,False,[],0,0,,,0,[],False,89900250,l2rar2_r25_factorial_outcome_v1,False,False,False,False,7.799999999999878
False,F0_S1_SUPERVISOR_ONLY,False,R25C6_partial_slip_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,False,[],0,0,,,0,[],False,89900252,l2rar2_r25_factorial_outcome_v1,False,False,False,True,7.799999999999878
False,F1_S0_FUSION_ONLY,False,R25C6_partial_slip_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,[],0,0,,,0,[],False,89900251,l2rar2_r25_factorial_outcome_v1,False,False,False,False,7.799999999999878
False,F1_S1_FUSION_SUPERVISOR,False,R25C6_partial_slip_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,[],0,0,,,0,[],False,89900253,l2rar2_r25_factorial_outcome_v1,False,False,False,True,7.799999999999878
False,F0_S0_CLP3_BASELINE,False,R25C7_commanded_release_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,False,[],0,0,,,0,[],False,89900260,l2rar2_r25_factorial_outcome_v1,False,False,False,False,2.5999999999999885
False,F0_S1_SUPERVISOR_ONLY,False,R25C7_commanded_release_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,False,[],0,0,,,0,[],False,89900262,l2rar2_r25_factorial_outcome_v1,False,False,False,True,2.5999999999999885
False,F1_S0_FUSION_ONLY,False,R25C7_commanded_release_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,[],0,0,,,0,[],False,89900261,l2rar2_r25_factorial_outcome_v1,False,False,False,False,2.5999999999999885
False,F1_S1_FUSION_SUPERVISOR,False,R25C7_commanded_release_control,,False,L2RAR2_R25_FACTORIAL_02_898002,898002,True,True,[],0,0,,,0,[],False,89900263,l2rar2_r25_factorial_outcome_v1,False,False,False,True,2.5999999999999885
False,F0_S0_CLP3_BASELINE,False,R25C1_contact_absence_edge_missing,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,False,[],0,0,,,0,[],True,89900300,l2rar2_r25_factorial_outcome_v1,False,True,False,False,3.799999999999963
False,F0_S1_SUPERVISOR_ONLY,False,R25C1_contact_absence_edge_missing,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,False,[],0,0,,,0,[],True,89900302,l2rar2_r25_factorial_outcome_v1,False,True,False,True,3.799999999999963
False,F1_S0_FUSION_ONLY,False,R25C1_contact_absence_edge_missing,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,True,[],0,0,,,0,[],True,89900301,l2rar2_r25_factorial_outcome_v1,False,True,False,False,3.799999999999963
False,F1_S1_FUSION_SUPERVISOR,False,R25C1_contact_absence_edge_missing,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,True,[],0,0,,,0,[],True,89900303,l2rar2_r25_factorial_outcome_v1,False,True,False,True,3.799999999999963
False,F0_S0_CLP3_BASELINE,False,R25C2_rgb_detach_contact_masked,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,False,[],0,0,,,0,[],True,89900310,l2rar2_r25_factorial_outcome_v1,False,True,False,False,3.799999999999963
False,F0_S1_SUPERVISOR_ONLY,False,R25C2_rgb_detach_contact_masked,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,False,[],0,0,,,0,[],True,89900312,l2rar2_r25_factorial_outcome_v1,False,True,False,True,3.799999999999963
False,F1_S0_FUSION_ONLY,False,R25C2_rgb_detach_contact_masked,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,True,[],0,0,,,0,[],True,89900311,l2rar2_r25_factorial_outcome_v1,False,True,False,False,3.799999999999963
False,F1_S1_FUSION_SUPERVISOR,False,R25C2_rgb_detach_contact_masked,SIGNAL_NOT_OBSERVED,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,True,[],0,0,,,0,[],True,89900313,l2rar2_r25_factorial_outcome_v1,False,True,False,True,3.799999999999963
False,F0_S0_CLP3_BASELINE,False,R25C3_transient_relocation_error,RELOCATION_ERROR,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,False,[False],2,1,CLP3,3800000000,0,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}]",True,89900320,l2rar2_r25_factorial_outcome_v1,True,False,False,False,7.799999999999878
True,F0_S1_SUPERVISOR_ONLY,False,R25C3_transient_relocation_error,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,False,[True],3,2,CLP3,3800000000,1,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.695054404330309e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900322,l2rar2_r25_factorial_outcome_v1,True,False,True,True,14.199999999999742
False,F1_S0_FUSION_ONLY,False,R25C3_transient_relocation_error,RELOCATION_ERROR,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,True,[False],2,1,CLP3,3800000000,0,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}]",True,89900321,l2rar2_r25_factorial_outcome_v1,True,False,False,False,7.799999999999878
True,F1_S1_FUSION_SUPERVISOR,False,R25C3_transient_relocation_error,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,True,"[True, True]",4,3,CLP3,3800000000,2,"[{'duration_s': 3.999999999999915, 'failure_stage': 'RELOCATION_ERROR', 'loop_count': 2, 'loops': [{'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 1, 'relocation_error_m': 0.25, 'relocation_ok': False}, {'hold_verification': {'duration_s': 0.0, 'max_relative_drift_m': None, 'passed': False, 'samples': 0}, 'loop': 2, 'relocation_error_m': 0.25, 'relocation_ok': False}], 'success': False}, {'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.695054404330309e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.400000000000679, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.0477670242176016e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900323,l2rar2_r25_factorial_outcome_v1,True,False,True,True,20.60000000000042
True,F0_S0_CLP3_BASELINE,False,R25C4_goal_verification_retry,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,False,[False],1,1,CLP3,3800000000,0,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900330,l2rar2_r25_factorial_outcome_v1,True,False,False,False,10.199999999999827
True,F0_S1_SUPERVISOR_ONLY,False,R25C4_goal_verification_retry,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,False,"[False, True]",2,2,CLP3,3800000000,2,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999968, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.8078565792075224e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900332,l2rar2_r25_factorial_outcome_v1,True,False,True,True,16.599999999999795
True,F1_S0_FUSION_ONLY,False,R25C4_goal_verification_retry,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,True,[False],1,1,CLP3,3800000000,0,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900331,l2rar2_r25_factorial_outcome_v1,True,False,False,False,10.199999999999827
True,F1_S1_FUSION_SUPERVISOR,False,R25C4_goal_verification_retry,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,True,"[False, True]",2,2,CLP3,3800000000,2,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999968, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.8078565792075224e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900333,l2rar2_r25_factorial_outcome_v1,True,False,True,True,16.599999999999795
True,F0_S0_CLP3_BASELINE,False,R25C5_secondary_loss_rearm,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,False,[False],1,1,CLP3,3800000000,0,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900340,l2rar2_r25_factorial_outcome_v1,True,False,False,False,10.199999999999827
True,F0_S1_SUPERVISOR_ONLY,False,R25C5_secondary_loss_rearm,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,False,"[False, True]",2,2,CLP3,3800000000,2,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999968, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.663203130411987e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900342,l2rar2_r25_factorial_outcome_v1,True,False,True,True,16.599999999999795
True,F1_S0_FUSION_ONLY,False,R25C5_secondary_loss_rearm,TASK_RECOVERY_ERROR,False,L2RAR2_R25_FACTORIAL_03_898003,898003,False,True,[False],1,1,CLP3,3800000000,0,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900341,l2rar2_r25_factorial_outcome_v1,True,False,False,False,10.199999999999827
True,F1_S1_FUSION_SUPERVISOR,False,R25C5_secondary_loss_rearm,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,True,"[False, True]",2,2,CLP3,3800000000,2,"[{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00010242898337612648, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}, {'duration_s': 6.399999999999968, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.663203130411987e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}]",True,89900343,l2rar2_r25_factorial_outcome_v1,True,False,True,True,16.599999999999795
False,F0_S0_CLP3_BASELINE,False,R25C6_partial_slip_control,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,False,[],0,0,,,0,[],False,89900350,l2rar2_r25_factorial_outcome_v1,False,False,False,False,7.799999999999878
False,F0_S1_SUPERVISOR_ONLY,False,R25C6_partial_slip_control,,False,L2RAR2_R25_FACTORIAL_03_898003,898003,True,False,[],0,0,,,0,[],False,89900352,l2rar2_r25_factorial_outcome_v1,False,False,False,True,7.799999999999878
