job_id	task	scenario	num_episodes	seed_start	checkpoint
j00	transport_recovery	natural_success	20	21000	none
j01	transport_recovery	terminal_failure	12	21100	none
j02	transport_recovery	drop_and_regrasp	10	21200	none
j03	transport_recovery	gripper_reopen	10	21300	none
j04	transport_dual_order	order_A_then_B	20	21400	none
j05	transport_dual_order	order_B_then_A	20	21500	none
j06	transport_dual_order	drop_and_regrasp	8	21600	none
j07	transport_dual_order	terminal_failure	8	21700	none
