cuda_used	detail	gpu	job_id	return_code	seed	status	variant
True		4	causal_weak_only_s621	0	621	PASS	causal_weak_only
True		4	causal_weak_plus_oracle30_s621	0	621	PASS	causal_weak_plus_oracle30
True		4	offline_teacher_to_causal_s621	0	621	PASS	offline_teacher_to_causal
