signal,AUROC,AUPRC,risk_at_80pct_coverage,risk_at_60pct_coverage,spearman_error_uncertainty,provenance
reward_sign_error,0.72,0.68,0.19,0.12,0.41,real_or_environment_rollout_plus_derived_counterfactual
