bootstrap_resamples,bootstrap_unit,ci_high,ci_low,comparison,effect,metric,paired_family_count,status
5000,root_family_id,0.0,0.0,G2_minus_G1,0.0,transition_coverage_macro,36,estimable
5000,root_family_id,0.0,0.0,G2_minus_G1,0.0,typed_occurrence_coverage_macro,36,estimable
5000,root_family_id,0.0,0.0,G2_minus_G1,0.0,failure_event_recall_macro,36,estimable
5000,root_family_id,0.0,0.0,G2_minus_G1,0.0,recovery_achieved_recall_macro,36,estimable
0,root_family_id,,,G2_minus_G1,,false_terminal_claim_rate_macro,36,not_estimable
