task_id,variant,seed,v1_best_step,v1_checkpoint_sha256,current_job_best_step,current_job_checkpoint_sha256,current_file_sha_matches_job,v2_hash_locked,forward_reevaluation
transport_recovery,cost_only_norank,611,500,a0bf1d0f34346f90925be0fe233db6a31c9c6d96292b021d2568750dc23aee58,550,d37efa5d6a85a600f7edb009e9d2b29f9b90433b711c0b72aee43b231ca0ca5c,true,true,pending
transport_recovery,cost_only_norank,612,400,96575024fb10b11a553f22b69d731a105faeafde85d04f24d9a1e63dac5eea25,550,72063ec5ec8a31d74396e9365de96116d2330d3e3ed5247b0d7ec6f3875a6d97,true,true,pending
transport_recovery,cost_only_norank,613,600,c49248b9e169f63aedeaf8d0a0853ef9865678869dfdaa88e0a7583036e0c8ee,250,c21822570ebdb34a8166e0ac88392aa475ced0ac2f21a505b1c5030618cca4fe,true,true,pending
transport_recovery,success_only_norank,611,500,55ae4c070aca2b6dcefda619405a78d162bfc89b1df38d6f71cfbc55ebc712c8,500,d68a7021ad9c1a91b1dff2a158ebcc866c9f99a552cb5fe2c8cbedd92e51ac76,true,true,pending
