task_id,variant,seed,checkpoint,checkpoint_sha256,best_step,val_selection_loss
transport_recovery,cost_only_norank,611,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/runs/u1_formal/transport_recovery_cost_only_norank_611/best.pt,d37efa5d6a85a600f7edb009e9d2b29f9b90433b711c0b72aee43b231ca0ca5c,550,0.007512464188039303
transport_recovery,cost_only_norank,612,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/runs/u1_formal/transport_recovery_cost_only_norank_612/best.pt,72063ec5ec8a31d74396e9365de96116d2330d3e3ed5247b0d7ec6f3875a6d97,550,0.007505613844841719
transport_recovery,cost_only_norank,613,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/runs/u1_formal/transport_recovery_cost_only_norank_613/best.pt,c21822570ebdb34a8166e0ac88392aa475ced0ac2f21a505b1c5030618cca4fe,250,0.007684572134166956
transport_recovery,success_only_norank,611,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/runs/u1_formal/transport_recovery_success_only_norank_611/best.pt,d68a7021ad9c1a91b1dff2a158ebcc866c9f99a552cb5fe2c8cbedd92e51ac76,500,0.20810970664024353
