model_seed	checkpoint_path	size_bytes	sha256	bundle_sha256	bundle_sha256_match	torch_load_ok	checkpoint_seed	checkpoint_seed_match	history_steps	history_steps_match	state_dict_present	model_config_id	load_error
20260906	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/stage6_inputs/reward_v1_persistent/model_checkpoints/seed_20260906_best.pt	128427	44819cc93f9a96cbfbfa543bb5986157ddee5de230768f9f0e33017dfdf0c6b1	44819cc93f9a96cbfbfa543bb5986157ddee5de230768f9f0e33017dfdf0c6b1	True	True	20260906	True	32	True	True	36ead63670a50f1be34851a241b5924d7e7e4c5f982d59e1abed0cf9b2ea04d3	
20260907	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/stage6_inputs/reward_v1_persistent/model_checkpoints/seed_20260907_best.pt	128427	30fc7aab849219c96ba09962ae7c9da31662568501ea0a8da236da90508bf9da	30fc7aab849219c96ba09962ae7c9da31662568501ea0a8da236da90508bf9da	True	True	20260907	True	32	True	True	36ead63670a50f1be34851a241b5924d7e7e4c5f982d59e1abed0cf9b2ea04d3	
20260908	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/stage6_inputs/reward_v1_persistent/model_checkpoints/seed_20260908_best.pt	128427	e2d0a0c433571d77396e348cb0274099ba3d6d350517c1af03aba971bb828a7a	e2d0a0c433571d77396e348cb0274099ba3d6d350517c1af03aba971bb828a7a	True	True	20260908	True	32	True	True	36ead63670a50f1be34851a241b5924d7e7e4c5f982d59e1abed0cf9b2ea04d3	
