job_id	step	requested_step	actual_num_timesteps	zip_sha256	policy_state_dict_sha256	external_path
A_s347_GEOM	0	0	0	87ac336d6a9b1c2620783800d1ed55023ce5a676560d71c86fb8dbbc458538aa	4b81861b7e3fb34a9d6a4a632b80a48f63cbf5c2026f268afc486bce99758198	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GEOM/checkpoints/policy_0.zip
A_s347_GEOM	32768	32768	32768	90abb5a748dd98ebe410367208bcefd2078b65d5019e701f71b9190bbf8d17c3	d2c9adedba377af35338979efb5f6a387ef16510627141c72b21f25f714b9bb6	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GEOM/checkpoints/policy_32768.zip
A_s347_GEOM	65536	65536	65536	14e14fd80cb71b061d37b0a4401ebfb6867acac87f7a1fb138150d87e58a05ee	c200ae38d1ddb6ab912e7ac9a72f316b72bf84c0fb80d0a1adbfc5547029ae06	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GEOM/checkpoints/policy_65536.zip
A_s347_GEOM	131072	131072	131072	eb8b180508094b3211c65c1925ba4d0e6bb456faa845c11e78e9ea23886a87dd	e6dadd7a28fe86dc3c9b2c96253c33f30f1487583e36d08bd8c11e8b331af45f	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GEOM/checkpoints/policy_131072.zip
A_s347_GEOM	262144	262144	262144	306b39d15804a0845a379ba14f7d36fa497d671209499b7756c9251e8ba80c6c	70646b1117c36de990474ba1a0ca1d0af81e5c5b624747876141b9c940d3421a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GEOM/checkpoints/policy_262144.zip
A_s347_GEOM	524288	524288	524288	3f3a8b46340bf140d04a9d7b23681d61276cc4824eea02f02a99ebe7d4e6f116	f3a3e171bbb113bd2b9518d9528b6fd5e3420a8e7ecf3580e6aaefefbd41f82c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GEOM/checkpoints/policy_524288.zip
A_s347_GRAPH1	0	0	0	5fb3e10c8164494817234a274943b82a885823f3440ffce4cef04c167a4eb448	4b81861b7e3fb34a9d6a4a632b80a48f63cbf5c2026f268afc486bce99758198	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GRAPH1/checkpoints/policy_0.zip
A_s347_GRAPH1	32768	32768	32768	64fda840a081971969c4dd5d5518783b2d06cb2f54b21eb709135a612454b979	8dc50d0cd104339594ef8ea000aa31976e1abd9e5503b546a2d908dd58994ca0	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GRAPH1/checkpoints/policy_32768.zip
A_s347_GRAPH1	65536	65536	65536	a4a6dd1ffda23d6bab9df39feef71438051bb6c52f3c042c5a61f48fb3c41a60	133d7f6af0f07d641ad900e55af24b3fd29b71bed2c165656a85622ca647afd7	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GRAPH1/checkpoints/policy_65536.zip
A_s347_GRAPH1	131072	131072	131072	d1b76a0a0ff6fdeda8aa6d220a6ef024c71fe132eadcb360d5b7b62b3f903f32	0c5643594b35235c2072a1f711ce0695933040ad8e9b9a720277573282b6226c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GRAPH1/checkpoints/policy_131072.zip
A_s347_GRAPH1	262144	262144	262144	e9d45e88726235986fab23d245b6765a5501691d3b5e5320bd11250a24106345	92432ca1e73b5604921b66f16e5cea99449163c50596109aff2a2f7889d013b7	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GRAPH1/checkpoints/policy_262144.zip
A_s347_GRAPH1	524288	524288	524288	db551e77e474b6ab93a08093f780ba3875c2bb7bf9efd8b935a0801816f55a68	a52b21ff30dfead7463a96cb8d74e14403ef84cb679c8380db5e398680389c0f	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_GRAPH1/checkpoints/policy_524288.zip
A_s347_RW2	0	0	0	725b030deaf170b2f08572456a1d3e27464b7efd845808312a56992eb90893ca	4b81861b7e3fb34a9d6a4a632b80a48f63cbf5c2026f268afc486bce99758198	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_RW2/checkpoints/policy_0.zip
A_s347_RW2	32768	32768	32768	e6aaed7ad4b8fc3dfb9505625da3a57650e53a180086e2337ba6b38ba5e0cc2f	c15264add4ef501a38bdb13fc497af117bf0ca00f03ad871a604dee9b09009dd	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_RW2/checkpoints/policy_32768.zip
A_s347_RW2	65536	65536	65536	b1f000ae06e32c9244ed07d717134d46f9855e1c797525ffc8ff2cb3a8585cc4	1f098a6a638b3d1439184ca5f99af6f116a7e59ec9b1fa13bfe93f2bd62d08e4	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_RW2/checkpoints/policy_65536.zip
A_s347_RW2	131072	131072	131072	8acfe0e7bd25a4652359ee9d90cfcb61e5a9459a5ab935d0ffbd9f8faf66f270	07088a614a6aea486e1b41e77873cb6d236283ec8f9710e5139654b641bab51a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_RW2/checkpoints/policy_131072.zip
A_s347_RW2	262144	262144	262144	eb441a34a696ff885dbf16a6b430ec8bf853ff6012f218113e078861ba8cf8eb	710c2ad8b51280c946a17b8e6a6c367e72059323d7707746cd0e8e5081c3a169	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_RW2/checkpoints/policy_262144.zip
A_s347_RW2	524288	524288	524288	4e0375a91dc8f8f1ecd916de15d6da6127881cec88a741c6e3e6a26ca04ed642	fecf906eeaef2a149574ee7abe306819f8a619c43810839bdd13b1a71439d522	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_RW2/checkpoints/policy_524288.zip
A_s347_TASK	0	0	0	e8d0ff32eb5bc1f595a617c50448c0de360642f61edb355cdcda9df13fcb10e0	4b81861b7e3fb34a9d6a4a632b80a48f63cbf5c2026f268afc486bce99758198	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_TASK/checkpoints/policy_0.zip
A_s347_TASK	32768	32768	32768	8002f8c5d393cbc5fdc47721a652460acd6f1a753b2e6bbc2ba01b388774b919	ae4ee8053391fffd76c3f839f7d415bf788a55b9b5a104b4ba0c843c4464c0d3	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_TASK/checkpoints/policy_32768.zip
A_s347_TASK	65536	65536	65536	bf91393106f24e3c63a450d038ed467d7069b3172227c627b4bf26b7dd267d05	845ba5c6029e3babc9a1fc055ad1421f5e4ddd8736d2dd86a1ee88a1cb02c3d9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_TASK/checkpoints/policy_65536.zip
A_s347_TASK	131072	131072	131072	f7267622b801ad429367cd382fc3a58af897216789e3d08226b644800fcb8d04	5a2ffa9aa2bed96e023f7edb6fc47eaaa138765c42b9c3d8133844a1b616962b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_TASK/checkpoints/policy_131072.zip
A_s347_TASK	262144	262144	262144	0c68e913b0632adc0db6c7d800fa07ca170f1d878bd5d6fe0365368ab908753c	5cc6cc8eb37145aeb7c3f7834374e4de316b1d5592fb50cb164678d996a47545	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_TASK/checkpoints/policy_262144.zip
A_s347_TASK	524288	524288	524288	aa27b21efdfaee82b845e50c5a65330bbcfff4813d7a890d709beae84cb4d331	2d30320785e2f81fd57ed4f83669d2080781db41815cef578899d755d35e5077	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_TASK/checkpoints/policy_524288.zip
A_s359_FLAT	0	0	0	066bd699285236cdc8e964327e7d9a2695170e878a2ab2ed535b8a6e782993fc	8e857cc9fd8e572578b235cc80d982d033be468bb9926f2a4258414a43f30624	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_FLAT/checkpoints/policy_0.zip
A_s359_FLAT	32768	32768	32768	475fdb70c103f41dc141bb2c6b837644f378e4daf49ef59020580c805b21144d	be6122cec8736d52e1d9023abe7b40f7459b4c3689e9e2b3e42b804af833d3a1	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_FLAT/checkpoints/policy_32768.zip
A_s359_FLAT	65536	65536	65536	2681b7de10b5860a4599d292b06b5436c4c548b777c64ca039ba3d576d9d79bd	f3175cd7b1c127da69fce1c6587c6b1816c70aa21b61ce94cf89dec62b6c2b09	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_FLAT/checkpoints/policy_65536.zip
A_s359_FLAT	131072	131072	131072	637204e72c8c1aa0329b02204bd96b1d6f9db3340bfa15ac5ecf13cbc0590738	c752b6a0a5efb0a422944a0aa23d0516e597671b203a9aa57f0d3bcce4013456	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_FLAT/checkpoints/policy_131072.zip
A_s359_FLAT	262144	262144	262144	24b7ff6a45a26c829cb82d115e274a202c942ee1a451577e3432d34473fe862f	b2504f9ddc87da4ffb0711635263220092361615c83c82489e5fce4b50f53be1	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_FLAT/checkpoints/policy_262144.zip
A_s359_FLAT	524288	524288	524288	f2f59531e813a100c9b4fcee3b897d99ae6d5ede829dfac7497b371dde95986f	cf2bc2d8e0f5e89df1bc42c42e8acc560a56c97f9482961d9aa30829c2ca3446	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_FLAT/checkpoints/policy_524288.zip
A_s359_GEOM	0	0	0	38cb44ca1733720be14e6a97264b9eee42022007489bde4c6107e5ea41f66db5	8e857cc9fd8e572578b235cc80d982d033be468bb9926f2a4258414a43f30624	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GEOM/checkpoints/policy_0.zip
A_s359_GEOM	32768	32768	32768	e7d2ccd5d1320d714e4cdfb42cf1dc45fef940ef6605da65246b95e79c7da863	a414a5110892f14bd49176b4afa5e543c1ee654ed9ba4fe9da16dc20d0cb0d8b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GEOM/checkpoints/policy_32768.zip
A_s359_GEOM	65536	65536	65536	eb3373cd9b2c63a178d99aa63592682a9cf9e41ca6baeecab2c25981d0ea9e0c	73a69a7c8508a4fa6f0131800afb2499b244a312ea347c268a32a79ad6065af3	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GEOM/checkpoints/policy_65536.zip
A_s359_GEOM	131072	131072	131072	52bde76886b63ffdecebdff4ee6696dc21c490053b0af8e8ca25b478e25ca8d6	842ee73ff0d197aa1f57770292cd4f60bdea51e7623cc74bb9da814157ae34a9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GEOM/checkpoints/policy_131072.zip
A_s359_GEOM	262144	262144	262144	2004c6c37c8bab0883175f65870eb77ff1ce1549056a0f2895bf4a45a991ba7e	8b0555d8126c37f37e654c8eedd520729a2abece44aee58b40b445b36ace8569	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GEOM/checkpoints/policy_262144.zip
A_s359_GEOM	524288	524288	524288	c88dc9ac08cd8f050126f099656e44745a236285e66dbc6f7784ffba7cada679	1a73ea7e59e2c619b045eccbbed8cfa34b92c06cb54b0e93f61b546672304375	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GEOM/checkpoints/policy_524288.zip
A_s359_GRAPH1	0	0	0	7710cb9024522c9f3ef0b7555b7ec4e9e91211d7659e64ab7248eb5aea882c97	8e857cc9fd8e572578b235cc80d982d033be468bb9926f2a4258414a43f30624	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GRAPH1/checkpoints/policy_0.zip
A_s359_GRAPH1	32768	32768	32768	c636adb88438372137db3d7b051453cd978b4db9e08dc6106a8011470de747cf	3594a0aa9f5db75b1458eec6f13cf857f9a1eef845b1306bd321b8687609d8c3	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GRAPH1/checkpoints/policy_32768.zip
A_s359_GRAPH1	65536	65536	65536	2e44d787f5d19ffdbb1ef9f9bb2cf4cd4ae776811d78babc4cb3cf14a9a40270	b6fc1240e0cbcacdc09d596756f2d5cd81c6f2130708b39bf9136347db3a1ec8	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GRAPH1/checkpoints/policy_65536.zip
A_s359_GRAPH1	131072	131072	131072	c7693d5af304e1be2ed6c021c0f17bc70246b75b83b03bf6970b8a59101254d7	c318c0b792d1c3c51c77a79bb11df45b6c0dd7653e6c9ef0ccba634a583b3637	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GRAPH1/checkpoints/policy_131072.zip
A_s359_GRAPH1	262144	262144	262144	2af195154bb05d7cd70fbbe993741a906f43933baf9d84ad1bd08f631dda869f	a72a0a3a4356b87d1b8625296f4531cc80808f6130586dd40585e27f306ec8df	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GRAPH1/checkpoints/policy_262144.zip
A_s359_GRAPH1	524288	524288	524288	2b496aa740f4a5c193449d57ee63a2134aaa5a6b1d79db6503b8f248491caabb	4b0cf19bb80dd5ced36f7fe7a7d1587fb339c8a0063b62be3d0fb02d56ee60a2	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_GRAPH1/checkpoints/policy_524288.zip
A_s359_RW2	0	0	0	3d3b031e411c5c0c1980f4917d00a54a11d010557e7db83dded441669c5e0130	8e857cc9fd8e572578b235cc80d982d033be468bb9926f2a4258414a43f30624	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_RW2/checkpoints/policy_0.zip
A_s359_RW2	32768	32768	32768	032f08c28f6d402d8a8b6b38b6d160f081f0c2d3338e59acced2b1e4402fde13	79a1d6f1dc98a56a6a4bc1b10f938d0e8e96caf7760ca6792cd145e56e0273e0	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_RW2/checkpoints/policy_32768.zip
A_s359_RW2	65536	65536	65536	1c7781ffb2db23a4989d35d834ba23468ee902794d196f6b74e42656a702cb06	907ea1af0f153b0834dcecd7db8c70f618f761ac287e0af4b424cb356c10ab02	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_RW2/checkpoints/policy_65536.zip
A_s359_RW2	131072	131072	131072	146138f001c11ae9a7cd04aa993da05d6276d8d0af076c20bedb4759583011da	421725b5c4a3892061b72e402423c6ab3d0b56e68973f4de488481416fb0a586	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_RW2/checkpoints/policy_131072.zip
A_s359_RW2	262144	262144	262144	4adfd9c1a6d007aaa1bcd449995ba27d7cc8ce4a510e923d7d8a6ef6757ce8b5	62db63dcde259e5043a274551e364d52f6e734d57d03d241de4db8d48548da50	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_RW2/checkpoints/policy_262144.zip
A_s359_RW2	524288	524288	524288	8f59616029448aa411a2df355f8597ccf98d7e5c3e7a30f76e858f4380342e72	2f5c5a386889c34bf6ba9ca9952a53a78de7a2f53ff3af9c706dd3a1ea5028c2	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_RW2/checkpoints/policy_524288.zip
A_s359_TASK	0	0	0	b89d836c6535f320f0149c80fafe889bbe0e63aaebfaa57e6df7be9637ac75ad	8e857cc9fd8e572578b235cc80d982d033be468bb9926f2a4258414a43f30624	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_TASK/checkpoints/policy_0.zip
A_s359_TASK	32768	32768	32768	dd3e877ed516833d49b22ddd432305b399a05dcd0035f0af0fccd385675b242e	9741f1c2101c8e97e9cf5be8e49b9b2f10069145ac57bd66ef90b68fa4a9cfee	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_TASK/checkpoints/policy_32768.zip
A_s359_TASK	65536	65536	65536	68e518ea85b0bc35f7d00fc4221bde79f7338f2f52cfdfb73faaa71d35bac398	11596d457588133f6c574364e11d4d31fcea1cbbfa1680fac5f4ec47afb1e750	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_TASK/checkpoints/policy_65536.zip
A_s359_TASK	131072	131072	131072	0307ef95e41abac2adce39c11bfa185b9d9349124dd92a1cb43d4bd09083b79e	062547b08c20381af29855a1450356dfef49dfc949a33658f1013df7c849fb78	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_TASK/checkpoints/policy_131072.zip
A_s359_TASK	262144	262144	262144	4147d7831dbd672907099487f4b170a13a47a166696d467b5b2c49efae899686	e71c7c1fb72ed27091ff5c82440f733f6ecb24468e6965c46943a5e92df52ec4	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_TASK/checkpoints/policy_262144.zip
A_s359_TASK	524288	524288	524288	dee087a169b5e7b0633afbf93540ccfa662b649e7644d6c147677845fcc91b4f	f783d9fbfb8d32e5c1287063629d7c89e0b596c3a64cc22331ab4025f8f7f27b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s359_TASK/checkpoints/policy_524288.zip
B_s317_FLAT	0	0	0	ebbcf643c7b640d413817e964736b74c3b2e0461b00d54f8709be7863c34f7b9	5d046f3b0c1558559731cfdab26cf1ad916c74a63bdfe11062dc36a2a961a623	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_FLAT/checkpoints/policy_0.zip
B_s317_FLAT	32768	32768	32768	25104814c72f9a7db6caeb4dbe954ce3c638547f1eb196b9e4f66401b97ae0e2	2c7900a93ce5e3799c2f526455151d97562c69c145c232de59efe6f46d9e812d	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_FLAT/checkpoints/policy_32768.zip
B_s317_FLAT	65536	65536	65536	0c7457457d4decbb99a3dcfe319367b40924c2ebec01bdf800688271ae3c0ae7	6d9dbcbb7f0edd8658f2d330433a98146c5353613637b31af4bb0290ea62b184	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_FLAT/checkpoints/policy_65536.zip
B_s317_FLAT	131072	131072	131072	259d774f07aee661375477438251d939cb2de8f37302b0ef87ec1814b482cea0	c44ea695af0b66a6a0ff2d1a86f7e64888d61bbb143c2b40cfb05e2a2dc33ab4	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_FLAT/checkpoints/policy_131072.zip
B_s317_FLAT	262144	262144	262144	859aef6dd10f8c18c54be6978ff4fdcb2cd43b1827d0e0a30ca4afb968eb30b1	13387f8598146419e320a79621fd6a8bb07c8d790cb4e5b63f4e5cfc90b6055c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_FLAT/checkpoints/policy_262144.zip
B_s317_FLAT	524288	524288	524288	7d0e273281b0f3f41f2143f61fb61939e87b98c11ad18dc21c1986d7157acee0	f38c5201de0819f0d9027eba96459ab8dc9d242719ff5b04a8afa68fb9ace175	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_FLAT/checkpoints/policy_524288.zip
B_s317_GEOM	0	0	0	26e9d0874a298961b43c4b8cbf712d8cc8099d08afab50efc0a6639560c691f5	5d046f3b0c1558559731cfdab26cf1ad916c74a63bdfe11062dc36a2a961a623	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GEOM/checkpoints/policy_0.zip
B_s317_GEOM	32768	32768	32768	60a36a85130220bba5d2c6b91f7eb1ed5d0ed90b3cfdf6d4bda011d42b8d7ad5	73cb8527857f5ee9e05c94072d2e9dac9c5a10beda7e436d05ecd8966333d89c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GEOM/checkpoints/policy_32768.zip
B_s317_GEOM	65536	65536	65536	c427223a87ad64af210f6f11c93eaa63c92d7c31cf5f436d1ee908c51774d801	58a1ae82c86a9a8b75ff9c4354a34bdd11d9adea1ffef966fbe24cc6e4122e0a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GEOM/checkpoints/policy_65536.zip
B_s317_GEOM	131072	131072	131072	8a1ca94cbb233aae2229c7292f68bc8c04ca99de759a6d0d5f4649f3d8bf0a45	65274cf8428fc5dffc0a185b4cc19cf304ded0f50b1c2aa27d8cc92d06857ca3	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GEOM/checkpoints/policy_131072.zip
B_s317_GEOM	262144	262144	262144	b8609e1e2c2a100f561fb1c561b96d335a9f0cf28b96fbecc341d255da09d753	7135203fab305d626de9bed7fb548d23ff4821d16075aef28c5accbf2f77fa60	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GEOM/checkpoints/policy_262144.zip
B_s317_GEOM	524288	524288	524288	d821c5a76aa412ccd600860d10d1a3638296ab93f29277b7fc15a2539cb7866a	9558b799dc3e32232e060b3576e0f88229faec72affc6e3e8814c6b5d80445a4	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GEOM/checkpoints/policy_524288.zip
B_s317_GRAPH1	0	0	0	89f3cf48a96d9c95ceb04da8e1864e6d84afb6da49139d6412708079bb74795f	5d046f3b0c1558559731cfdab26cf1ad916c74a63bdfe11062dc36a2a961a623	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GRAPH1/checkpoints/policy_0.zip
B_s317_GRAPH1	32768	32768	32768	c8fb757cfab3623bb6a61bfb791855c33d29099ad2eb7f946d1d6dc031180312	083ab77c0e28754e3ce7bffe74beb7bc0fae0a7113e243fe0389d2239514c86a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GRAPH1/checkpoints/policy_32768.zip
B_s317_GRAPH1	65536	65536	65536	1a591a706f41d12a44bb7d385843631e9514dd0dd5f17869efb9038ff6d75017	5243493ac308c6c3cfdddfd68ae8a6843121fe08b0313e3846c9cf3c211e9e0c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GRAPH1/checkpoints/policy_65536.zip
B_s317_GRAPH1	131072	131072	131072	a9e25bd1adb0dc8a94107500d439dcf9f3bce91f7bd007f8826a48e0b6d5dcc3	ca3a105ab4f4389330ba04fb4063cd901da2898c6044fe7c5e94693f4133f525	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GRAPH1/checkpoints/policy_131072.zip
B_s317_GRAPH1	262144	262144	262144	22fe5d6d41af872a8cbf16c810d7c7a392ddf3e24b59a3841ec12eb3a14f0b81	1b988d4eaa6bf7289306d4f561189384c9533be591b13948fc87e9a6cbc4cf89	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GRAPH1/checkpoints/policy_262144.zip
B_s317_GRAPH1	524288	524288	524288	00d9e0d018673ff49a96bd6b6a84aab80baa0d8d255927a80262948a5cf1df6e	31e3bc04743983188f844a285231d47e5b171148ed0be256a7645d8e110eb09c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_GRAPH1/checkpoints/policy_524288.zip
B_s317_RW2	0	0	0	c645fd827f7209db6efc26549838cfb467de2c67cd7ae03c6717e65ef77f8b18	5d046f3b0c1558559731cfdab26cf1ad916c74a63bdfe11062dc36a2a961a623	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_RW2/checkpoints/policy_0.zip
B_s317_RW2	32768	32768	32768	775a3e98c55e161bef57167606a0dccf0525c15683f0af093c000a4278dac94a	1c13635002be861e01acce9de1e69ebad2e2c839508f41e93a47ab2c2007ed1d	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_RW2/checkpoints/policy_32768.zip
B_s317_RW2	65536	65536	65536	873c5752a15722a10830e038a7f85578033c02ee2297ec4cee075585d47fd1a7	ea876554f2c6a998cfeb6cf7fe4712405a4934056729ffcc51a621c5a8b3f86c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_RW2/checkpoints/policy_65536.zip
B_s317_RW2	131072	131072	131072	af423cf1fcf05326312eb90dcbd91f14169a23b7edb6ea40e0b1dcc05ae5110e	de32fef5f34229262f98ac3bcface56a24fd546c371aa4fa00f652b84909f750	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_RW2/checkpoints/policy_131072.zip
B_s317_RW2	262144	262144	262144	09adda380643710921c49d5673b55cc48b4be515dc361fb85f433721fac2e2c9	43baf857cf492587734f179c3581c18b155fa48796ce473f1b33bbc2ad5068f9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/B_s317_RW2/checkpoints/policy_262144.zip
