method,repeats,early_stop_rate,mean_budget,median_budget,budget_std,bottom_jaccard_mean,bottom_jaccard_std,bottom_overlap_mean,bottom_mistakes_mean
bootstrap_balanced,60,0.0,60.0,60.0,0.0,0.2709232521277974,0.06360871337432242,16.05,21.95
bootstrap_conservative,60,0.0,60.0,60.0,0.0,0.2709232521277974,0.06360871337432242,16.05,21.95
bootstrap_permissive,60,0.0,60.0,60.0,0.0,0.2709232521277974,0.06360871337432242,16.05,21.95
fixed_25,60,1.0,25.0,25.0,0.0,0.22043375651102418,0.06823704371534856,13.533333333333333,24.466666666666665
fixed_50,60,1.0,50.0,50.0,0.0,0.2567889111376115,0.06148038052198592,15.383333333333333,22.616666666666667
fixed_60,60,0.0,60.0,60.0,0.0,0.2709232521277974,0.06360871337432242,16.05,21.95
naive_consecutive,60,0.18333333333333332,56.916666666666664,60.0,7.651944843437233,0.26636530062245123,0.066905639389454,15.816666666666666,22.183333333333334
