matrix_column,original_demo_index,official_net_score,reconstructed_net_score,rank_ascending,delete_bottom38
0,0,3.3484178,3.3484165789559484,91,False
1,1,2.9921126,2.9921125429682434,85,False
2,3,5.732769,5.732769295340404,120,False
3,5,-4.617525,-4.617523865774274,46,False
4,6,4.851291,4.851290754042566,108,False
5,7,-4.127848,-4.127848380245268,47,False
6,11,0.38345551,0.3834559600800276,69,False
7,13,9.164162,9.164160911459476,146,False
8,15,7.871253,7.871253203600645,138,False
9,16,10.559774,10.55977614177391,157,False
10,18,2.4056208,2.405620497651398,82,False
11,19,3.633431,3.6334309205412865,94,False
12,20,13.229728,13.22972953110002,172,False
13,21,-0.14193487,-0.14193545607849956,63,False
14,27,7.324807,7.324805987067521,131,False
15,28,3.120985,3.1209843894466758,87,False
16,30,8.140514,8.140514736063778,139,False
17,31,3.3652143,3.365213241428137,92,False
18,32,4.043414,4.043413715960924,98,False
19,33,-6.0250554,-6.025055065751076,37,True
20,34,3.2842495,3.2842491469345987,90,False
21,35,0.1388762,0.13887656154111028,67,False
22,36,1.8918016,1.891801357269287,79,False
23,37,4.063885,4.0638855593279,100,False
24,38,1.8384409,1.8384406922850758,78,False
25,39,6.684738,6.6847384858410805,126,False
26,41,-4.6399713,-4.639970616437495,45,False
27,42,11.073579,11.073577716713771,162,False
28,44,-2.898277,-2.8982776044867933,50,False
29,45,10.415068,10.415068762376904,155,False
30,47,0.33720452,0.33720445539802313,68,False
31,48,11.043834,11.043833588249981,160,False
32,50,-7.3934617,-7.393461211584508,34,True
33,52,4.9691343,4.969133650884032,112,False
34,53,5.229818,5.229817443992943,116,False
35,55,7.6541095,7.654110664501786,137,False
36,57,3.507112,3.5071129957214,93,False
37,60,7.553706,7.553705779835582,135,False
38,62,10.136612,10.136612472124398,154,False
39,64,-35.988167,-35.988169837743044,4,True
40,65,5.138587,5.138586122076958,114,False
41,66,13.87252,13.872519311029464,175,False
42,67,12.886872,12.886870920658112,170,False
43,68,11.193856,11.1938561424613,163,False
44,70,11.437635,11.437634939327836,165,False
45,71,0.05946493,0.059465419966727495,66,False
46,72,9.593283,9.593283721245825,151,False
47,74,4.06883,4.068830096162856,101,False
48,75,-17.050463,-17.050463704392314,17,True
49,80,9.651779,9.65177945094183,152,False
50,81,8.566709,8.566711029037833,141,False
51,82,9.565826,9.565823982469738,150,False
52,83,-26.861046,-26.861047386191785,8,True
53,85,-5.1833344,-5.183334290981293,43,False
54,86,4.964387,4.964386417530477,111,False
55,87,21.715597,21.715593120083213,191,False
56,90,-23.73339,-23.733394032344222,11,True
57,93,-26.583317,-26.583315165247768,9,True
58,94,-29.988792,-29.988796479068696,6,True
59,97,7.255289,7.255289516411722,130,False
60,98,7.58643,7.586429854854941,136,False
61,100,-3.6490486,-3.649047096259892,49,False
62,104,10.794846,10.794844380347058,158,False
63,105,-11.750002,-11.750003112480044,24,True
64,106,0.8703935,0.8703935798257589,74,False
65,110,-16.37377,-16.373768617399037,18,True
66,113,-0.88481617,-0.8848155355080962,61,False
67,114,7.0226593,7.022659375332296,127,False
68,117,14.437931,14.437929769046605,176,False
69,119,9.222736,9.222736053168774,147,False
70,120,-13.774475,-13.774473635479808,21,True
71,121,-1.1027145,-1.1027156207710505,58,False
72,124,3.1688528,3.1688531609252095,88,False
73,125,11.006353,11.006353316828609,159,False
74,126,-10.110643,-10.110644393600523,26,True
75,127,-5.995907,-5.995906239375472,39,False
76,131,22.251995,22.25199414603412,192,False
77,132,2.878821,2.8788214344531298,83,False
78,133,7.491859,7.491858345456421,133,False
79,134,11.0487995,11.048799435142428,161,False
80,135,5.334614,5.334613606333733,117,False
81,136,-20.60169,-20.601692258380353,13,True
82,138,-1.6366782,-1.6366769578307867,55,False
83,139,13.3828945,13.382895730435848,173,False
84,140,-2.4437616,-2.4437615741044283,52,False
85,141,4.8432174,4.8432173687033355,107,False
86,142,9.226159,9.226156119257212,148,False
87,145,-11.680616,-11.680616303347051,25,True
88,146,15.826168,15.826167420949787,182,False
89,150,4.7598,4.759799796156585,104,False
90,151,2.3969748,2.3969746623188257,81,False
91,152,7.324958,7.324957492761314,132,False
92,156,2.9418364,2.9418353866785765,84,False
93,159,15.808812,15.808811537921429,181,False
94,160,8.97027,8.970272104255855,143,False
95,161,18.611053,18.611055916175246,187,False
96,163,4.8232875,4.823287986218929,106,False
97,164,6.2056785,6.205678944475949,124,False
98,166,-4.854274,-4.854273139499128,44,False
99,168,-0.96692276,-0.9669236205518246,60,False
100,171,5.4551315,5.455133762676269,118,False
101,172,11.283983,11.283982046879828,164,False
102,173,3.981184,3.981184196192771,97,False
103,174,1.6912674,1.691266393987462,77,False
104,175,14.915179,14.915179258212447,179,False
105,176,7.552823,7.5528229884803295,134,False
106,178,15.6294985,15.629497823305428,180,False
107,179,-9.2111845,-9.211183583829552,29,True
108,180,-1.1086786,-1.108678488060832,57,False
109,181,11.644573,11.644574226578698,166,False
110,183,0.74048805,0.7404885303694755,72,False
111,185,3.7875009,3.787500136066228,96,False
112,186,5.150981,5.150980141945183,115,False
113,187,12.290655,12.290654873475432,167,False
114,188,-7.507372,-7.507373462896794,32,True
115,190,6.0127363,6.012735987082124,123,False
116,191,-14.413931,-14.41392957419157,20,True
117,194,-9.444347,-9.44434578716755,28,True
118,196,14.555296,14.555295285303146,177,False
119,197,-21.92506,-21.92506058048457,12,True
120,198,-0.09116173,-0.09115848550572991,65,False
121,200,5.6910276,5.691027428023517,119,False
122,201,-24.993725,-24.99372600670904,10,True
123,202,13.113955,13.113954552449286,171,False
124,203,16.501059,16.501060622744262,184,False
125,204,0.8655813,0.8655825778841972,73,False
126,205,12.716904,12.716906174086034,169,False
127,206,9.519921,9.519921170547605,149,False
128,208,5.954853,5.954852518159896,121,False
129,209,-6.8228817,-6.822879618266597,36,True
130,210,4.9636383,4.963637854903936,110,False
131,211,7.2171435,7.217142983339727,129,False
132,213,10.134348,10.134349572472274,153,False
133,215,9.097036,9.097036219201982,145,False
134,216,1.6365838,1.6365840565413237,76,False
135,217,5.993531,5.993531603598967,122,False
136,218,4.4078336,4.407832712400705,102,False
137,219,8.212258,8.21225864533335,140,False
138,220,-7.3125772,-7.312576950993389,35,True
139,221,-13.043222,-13.043221640400589,23,True
140,222,4.8687677,4.86876835860312,109,False
141,223,12.680626,12.680627363733947,168,False
142,224,-18.262928,-18.26292736036703,15,True
143,225,-18.799957,-18.799959240481257,14,True
144,227,14.709175,14.70917647681199,178,False
145,228,18.511393,18.511385868303478,186,False
146,230,-48.183853,-48.183849489782006,3,True
147,234,-13.475555,-13.475554639007896,22,True
148,235,-2.7468886,-2.746889691799879,51,False
149,236,-27.063755,-27.06375704612583,7,True
150,237,-5.8283696,-5.828369477763772,40,False
151,239,-5.703604,-5.7036043426487595,41,False
152,242,-7.487239,-7.4872394311241806,33,True
153,243,-49.84381,-49.843809612095356,1,True
154,244,-3.6919417,-3.6919407616369426,48,False
155,247,-48.90995,-48.90995060373098,2,True
156,250,-6.01594,-6.015941068530083,38,True
157,253,4.6846166,4.684618253260851,103,False
158,254,-1.9055572,-1.9055570550262928,53,False
159,255,21.703617,21.703618183732033,190,False
160,256,-7.844883,-7.844883036799729,31,True
161,257,-1.0405331,-1.0405340883880854,59,False
162,258,-5.2063293,-5.206329762004316,42,False
163,259,5.0102406,5.010241677984595,113,False
164,260,8.864267,8.864267110824585,142,False
165,261,-31.545193,-31.545191746670753,5,True
166,262,-1.108985,-1.1089849015697837,56,False
167,263,0.44574165,0.4457424539141357,70,False
168,265,-1.8356309,-1.8356310687959194,54,False
169,268,8.974841,8.974840444978327,144,False
170,269,-14.973682,-14.97368034068495,19,True
171,270,19.112383,19.112383658066392,189,False
172,271,-8.881634,-8.881631860509515,30,True
173,272,4.8085213,4.808522790670395,105,False
174,273,-0.0914568,-0.09145732410252094,64,False
175,274,0.50937605,0.5093771670944989,71,False
176,275,7.081734,7.081733911531046,128,False
177,276,3.014873,3.01487254537642,86,False
178,278,6.440079,6.4400780545547605,125,False
179,279,1.375977,1.3759772195480764,75,False
180,280,2.1019678,2.1019695289433002,80,False
181,286,10.53532,10.535319474292919,156,False
182,287,13.40721,13.407211623620242,174,False
183,289,-9.633642,-9.63364341109991,27,True
184,290,-17.64437,-17.644371708855033,16,True
185,291,4.0451922,4.045191843062639,99,False
186,292,3.2360907,3.236091872677207,89,False
187,294,3.7694697,3.7694699184503406,95,False
188,296,18.50926,18.509259905898944,185,False
189,297,15.866376,15.866379003040493,183,False
190,298,18.788118,18.788119078613818,188,False
191,299,-0.6343088,-0.6343086306005716,62,False
