budget_per_pool,repeat,spearman,bottom_jaccard,bottom_overlap,bottom_mistakes_per_side
5,0,0.11267904131513987,0.1875,12,26
5,1,-0.08265740715622713,0.15151515151515152,10,28
5,2,-0.07821189268372081,0.13432835820895522,9,29
5,3,0.13561531888343328,0.20634920634920634,13,25
5,4,0.07056025011529177,0.20634920634920634,13,25
5,5,0.08351361799093944,0.08571428571428572,6,32
5,6,0.012068334101945043,0.11764705882352941,8,30
5,7,-0.08174185497653476,0.11764705882352941,8,30
5,8,-0.09090415864145622,0.10144927536231885,7,31
5,9,-0.04338530504842254,0.10144927536231885,7,31
5,10,-0.029687627160024963,0.13432835820895522,9,29
5,11,0.09481899194314083,0.11764705882352941,8,30
5,12,0.08800321460543094,0.16923076923076924,11,27
5,13,0.0928369910208068,0.15151515151515152,10,28
5,14,0.13454547920679275,0.20634920634920634,13,25
5,15,0.1334146027181727,0.20634920634920634,13,25
5,16,-0.017008924938285003,0.15151515151515152,10,28
5,17,-0.1421852535062258,0.11764705882352941,8,30
5,18,-0.010401690041505034,0.15151515151515152,10,28
5,19,-0.14159692645742347,0.08571428571428572,6,32
5,20,0.06842735263000842,0.11764705882352941,8,30
5,21,0.00246351355017226,0.11764705882352941,8,30
5,22,-0.08270996663320947,0.07042253521126761,5,33
5,23,0.09167050972519872,0.15151515151515152,10,28
5,24,0.06411747551745654,0.08571428571428572,6,32
5,25,-0.046469359520386305,0.13432835820895522,9,29
5,26,-0.025664283970376803,0.13432835820895522,9,29
5,27,0.11361833003282427,0.15151515151515152,10,28
5,28,-0.03269538561701436,0.13432835820895522,9,29
5,29,0.07041783088733963,0.10144927536231885,7,31
5,30,-0.06437010010037165,0.15151515151515152,10,28
5,31,-0.04879045384260641,0.10144927536231885,7,31
5,32,-0.12637841467053687,0.11764705882352941,8,30
5,33,0.17147275045438518,0.22580645161290322,14,24
5,34,0.08313383338306704,0.16923076923076924,11,27
5,35,-0.04902612375552723,0.10144927536231885,7,31
5,36,0.03237494235412202,0.15151515151515152,10,28
5,37,0.09112965575238045,0.13432835820895522,9,29
5,38,0.05066903127797521,0.10144927536231885,7,31
5,39,0.0012359954425847058,0.15151515151515152,10,28
5,40,-0.04258165369069257,0.11764705882352941,8,30
5,41,0.008941892954995525,0.11764705882352941,8,30
5,42,0.10109900170903076,0.16923076923076924,11,27
5,43,0.09548870140791582,0.07042253521126761,5,33
5,44,0.07257785584461385,0.16923076923076924,11,27
5,45,-0.011827577788025933,0.16923076923076924,11,27
5,46,0.1548283509209777,0.11764705882352941,8,30
5,47,-0.05038588828907035,0.10144927536231885,7,31
5,48,0.13882483791335487,0.16923076923076924,11,27
5,49,-0.24371999023411015,0.0410958904109589,3,35
5,50,-0.0070650109866261575,0.10144927536231885,7,31
5,51,-0.09346092287659714,0.11764705882352941,8,30
5,52,-0.09185870656213549,0.07042253521126761,5,33
5,53,0.037315533190461984,0.20634920634920634,13,25
5,54,-0.07620785069039417,0.10144927536231885,7,31
5,55,0.07033644847136696,0.16923076923076924,11,27
5,56,0.2852792773241462,0.26666666666666666,16,22
5,57,-0.11838259230122347,0.11764705882352941,8,30
5,58,0.02573718905135231,0.08571428571428572,6,32
5,59,0.032936141930933464,0.15151515151515152,10,28
5,60,0.021276415375851128,0.16923076923076924,11,27
5,61,0.00146996988850609,0.10144927536231885,7,31
5,62,-0.045691140167647776,0.13432835820895522,9,29
5,63,-0.13723109893389038,0.10144927536231885,7,31
5,64,-0.11255527222418145,0.10144927536231885,7,31
5,65,-0.14487256870032283,0.10144927536231885,7,31
5,66,0.08574485256218975,0.13432835820895522,9,29
5,67,0.22695521254374307,0.16923076923076924,11,27
5,68,0.08535319968532133,0.07042253521126761,5,33
5,69,-0.0355997205870385,0.15151515151515152,10,28
5,70,0.0906057564495565,0.15151515151515152,10,28
5,71,-0.07883412907251174,0.15151515151515152,10,28
5,72,0.026517103871090256,0.13432835820895522,9,29
5,73,-0.028132883921547353,0.13432835820895522,9,29
5,74,0.03031494994981418,0.13432835820895522,9,29
5,75,0.033495646040745466,0.11764705882352941,8,30
5,76,-0.08880008409516317,0.08571428571428572,6,32
5,77,-0.14735134145348996,0.11764705882352941,8,30
5,78,-0.1067042156091474,0.0410958904109589,3,35
5,79,-0.08201482516344302,0.15151515151515152,10,28
5,80,-0.017943127254971113,0.13432835820895522,9,29
5,81,0.04475354691696281,0.10144927536231885,7,31
5,82,0.08832704880232213,0.13432835820895522,9,29
5,83,-0.0723235357946993,0.1875,12,26
5,84,0.08183171472750456,0.1875,12,26
5,85,0.0764214795323224,0.10144927536231885,7,31
5,86,0.04463147329300383,0.10144927536231885,7,31
5,87,-0.1380025364186312,0.05555555555555555,4,34
5,88,-0.027336014431815103,0.11764705882352941,8,30
5,89,0.05596227925019667,0.11764705882352941,8,30
5,90,0.20146047527330932,0.13432835820895522,9,29
5,91,0.06878509616688822,0.22580645161290322,14,24
5,92,0.045626712421669435,0.13432835820895522,9,29
5,93,0.11423717548761633,0.1875,12,26
5,94,0.09962224995252694,0.13432835820895522,9,29
5,95,-0.0407047717223232,0.11764705882352941,8,30
5,96,0.011834359656023658,0.07042253521126761,5,33
5,97,-0.024424897593793238,0.16923076923076924,11,27
5,98,0.08983940536581397,0.1875,12,26
5,99,-0.22529365488430136,0.07042253521126761,5,33
5,100,0.15542006890377888,0.2459016393442623,15,23
5,101,0.00319765076092559,0.08571428571428572,6,32
5,102,0.05163883840164935,0.11764705882352941,8,30
5,103,-0.09287429129479426,0.0410958904109589,3,35
5,104,-0.04472981037897079,0.15151515151515152,10,28
5,105,0.07867814610856416,0.08571428571428572,6,32
5,106,0.05366661693296803,0.15151515151515152,10,28
5,107,0.02162907251173263,0.07042253521126761,5,33
5,108,0.020721997667037414,0.16923076923076924,11,27
5,109,-0.15887882158261674,0.11764705882352941,8,30
5,110,-0.09107031440740038,0.0410958904109589,3,35
5,111,0.10862178878550309,0.10144927536231885,7,31
5,112,-0.08437491522665004,0.08571428571428572,6,32
5,113,0.07570938339256165,0.16923076923076924,11,27
5,114,-0.19882063315519632,0.05555555555555555,4,34
5,115,-0.07811186013075441,0.20634920634920634,13,25
5,116,0.1395131975151236,0.16923076923076924,11,27
5,117,0.07284743509752328,0.13432835820895522,9,29
5,118,0.09731641483330168,0.10144927536231885,7,31
5,119,0.10597516479939235,0.10144927536231885,7,31
5,120,0.018879025038656648,0.05555555555555555,4,34
5,121,-0.17726785665843803,0.0410958904109589,3,35
5,122,-0.0644955646583295,0.13432835820895522,9,29
5,123,-0.057303393646746074,0.08571428571428572,6,32
5,124,-0.04625912161245695,0.07042253521126761,5,33
5,125,0.4155403114233785,0.288135593220339,17,21
5,126,0.0807991753248515,0.15151515151515152,10,28
5,127,0.00844681659116187,0.10144927536231885,7,31
5,128,0.005957871035998157,0.10144927536231885,7,31
5,129,-0.06869015001492013,0.13432835820895522,9,29
5,130,-0.23449156335621088,0.10144927536231885,7,31
5,131,0.1772542929224426,0.11764705882352941,8,30
5,132,0.11546299812820444,0.10144927536231885,7,31
5,133,-0.06345624338767872,0.10144927536231885,7,31
5,134,0.1673697203157638,0.13432835820895522,9,29
5,135,0.03891266310392535,0.1875,12,26
5,136,0.0679288853321759,0.11764705882352941,8,30
5,137,0.07037713967935329,0.11764705882352941,8,30
5,138,-0.05501451319751514,0.15151515151515152,10,28
5,139,0.10319629438732605,0.16923076923076924,11,27
5,140,-0.037500339093399886,0.11764705882352941,8,30
5,141,0.0789273797574804,0.10144927536231885,7,31
5,142,0.11340978759189432,0.08571428571428572,6,32
5,143,0.11673290291077777,0.1875,12,26
5,144,-0.1355949732794401,0.08571428571428572,6,32
5,145,-0.014577625261101918,0.13432835820895522,9,29
5,146,0.06625376393673875,0.20634920634920634,13,25
5,147,-0.03845488701407917,0.15151515151515152,10,28
5,148,-0.006673358109757752,0.11764705882352941,8,30
5,149,-0.13938434202316688,0.10144927536231885,7,31
5,150,-0.13337730244418525,0.08571428571428572,6,32
5,151,0.09396108564142908,0.1875,12,26
5,152,0.024265523695846787,0.10144927536231885,7,31
5,153,-0.02254801562542387,0.10144927536231885,7,31
5,154,0.10830473645660962,0.13432835820895522,9,29
5,155,0.09400686325041371,0.10144927536231885,7,31
5,156,-0.0020159102623226546,0.08571428571428572,6,32
5,157,-0.01363664107641809,0.11764705882352941,8,30
5,158,-0.03975700566964165,0.013333333333333334,1,37
5,159,-0.006871727748691101,0.15151515151515152,10,28
5,160,-0.03415009630252557,0.11764705882352941,8,30
5,161,-0.14582881208800155,0.11764705882352941,8,30
5,162,-0.1199051216667119,0.07042253521126761,5,33
5,163,-0.02724785014784473,0.08571428571428572,6,32
5,164,0.03948912188373166,0.16923076923076924,11,27
5,165,-0.011344369693188293,0.08571428571428572,6,32
5,166,-0.02350425901310257,0.11764705882352941,8,30
5,167,0.064020833898489,0.13432835820895522,9,29
5,168,-0.13319927840924506,0.11764705882352941,8,30
5,169,0.028877193934297267,0.10144927536231885,7,31
5,170,0.05099286547486641,0.13432835820895522,9,29
5,171,-0.10067343949217375,0.05555555555555555,4,34
5,172,0.15598805034858804,0.10144927536231885,7,31
5,173,-0.13536608523451701,0.15151515151515152,10,28
5,174,0.0728999945745056,0.13432835820895522,9,29
5,175,0.006658098906762879,0.15151515151515152,10,28
5,176,-0.16821575834847952,0.05555555555555555,4,34
5,177,-0.01762098852507935,0.10144927536231885,7,31
5,178,-0.09186887936413209,0.11764705882352941,8,30
5,179,0.10157373246887125,0.11764705882352941,8,30
5,180,0.03884993082494642,0.1875,12,26
5,181,0.030462455578764615,0.05555555555555555,4,34
5,182,0.024024767381927683,0.08571428571428572,6,32
5,183,-0.17173215690529803,0.07042253521126761,5,33
5,184,0.0469949542902097,0.1875,12,26
5,185,0.08632131134199605,0.1875,12,26
5,186,0.07154531644196079,0.16923076923076924,11,27
5,187,0.03527758185714673,0.11764705882352941,8,30
5,188,0.12703795133331527,0.11764705882352941,8,30
5,189,0.009715025906735755,0.10144927536231885,7,31
5,190,0.08661123619889864,0.11764705882352941,8,30
5,191,-0.0009036839106963622,0.11764705882352941,8,30
5,192,0.2500423866749858,0.2459016393442623,15,23
5,193,-0.0732068741014025,0.11764705882352941,8,30
5,194,-0.06095373409651955,0.11764705882352941,8,30
5,195,-0.08304566909909666,0.07042253521126761,5,33
5,196,0.11516798687030357,0.20634920634920634,13,25
5,197,-0.05160831999565961,0.07042253521126761,5,33
5,198,-0.00136485093454141,0.11764705882352941,8,30
5,199,-0.06860368119794917,0.07042253521126761,5,33
10,0,0.4407213872989177,0.35714285714285715,20,18
10,1,-0.0627119333749288,0.05555555555555555,4,34
10,2,-0.19499565960448145,0.10144927536231885,7,31
10,3,0.07113670889509809,0.11764705882352941,8,30
10,4,-0.12521871524292652,0.05555555555555555,4,34
10,5,0.1886953042345984,0.1875,12,26
10,6,0.10153812766188319,0.1875,12,26
10,7,0.224110218918699,0.20634920634920634,13,25
10,8,0.06371904077259041,0.16923076923076924,11,27
10,9,0.10806567560968995,0.16923076923076924,11,27
10,10,-0.14564570165206306,0.08571428571428572,6,32
10,11,0.154419743374115,0.2459016393442623,15,23
10,12,-0.108526842633535,0.05555555555555555,4,34
10,13,0.07526686650571034,0.13432835820895522,9,29
10,14,-0.12681414968939048,0.11764705882352941,8,30
10,15,0.028824634457314927,0.16923076923076924,11,27
10,16,0.0691648807747606,0.11764705882352941,8,30
10,17,0.030279345142826142,0.2459016393442623,15,23
10,18,-0.03779026395030248,0.11764705882352941,8,30
10,19,-0.06540603043702357,0.13432835820895522,9,29
10,20,-0.10430512980495349,0.11764705882352941,8,30
10,21,-0.01625274665653908,0.10144927536231885,7,31
10,22,0.17752556764235142,0.16923076923076924,11,27
10,23,-0.02134932045682663,0.15151515151515152,10,28
10,24,-0.09318117082169115,0.05555555555555555,4,34
10,25,0.11137014079157964,0.16923076923076924,11,27
10,26,-0.07829836150069176,0.08571428571428572,6,32
10,27,0.026942666087947268,0.08571428571428572,6,32
10,28,-0.03891774950492364,0.11764705882352941,8,30
10,29,-0.02936209749613434,0.13432835820895522,9,29
10,30,0.14167661340639667,0.22580645161290322,14,24
10,31,-0.18081307815424683,0.08571428571428572,6,32
10,32,-0.014603057266093376,0.16923076923076924,11,27
10,33,-0.0633494289667146,0.15151515151515152,10,28
10,34,0.13260077855844615,0.13432835820895522,9,29
10,35,0.09714008626536096,0.15151515151515152,10,28
10,36,0.23064624420150293,0.2459016393442623,15,23
10,37,0.056553997232997866,0.13432835820895522,9,29
10,38,0.16741041152375014,0.1875,12,26
10,39,0.04880571304560128,0.16923076923076924,11,27
10,40,-0.1749586306052139,0.07042253521126761,5,33
10,41,-0.20576696145186235,0.07042253521126761,5,33
10,42,-0.0912110381683531,0.13432835820895522,9,29
10,43,0.15815146623986112,0.11764705882352941,8,30
10,44,0.07962421669424627,0.11764705882352941,8,30
10,45,0.14819568401920627,0.22580645161290322,14,24
10,46,-0.022147885413558315,0.1875,12,26
10,47,0.15496737921493098,0.11764705882352941,8,30
10,48,0.0353538778721211,0.08571428571428572,6,32
10,49,-0.060199251281773065,0.15151515151515152,10,28
10,50,0.08431048748067167,0.22580645161290322,14,24
10,51,-0.09209437647505629,0.07042253521126761,5,33
10,52,0.04396176382822885,0.13432835820895522,9,29
10,53,-0.006115549466945176,0.11764705882352941,8,30
10,54,0.05946002767002144,0.13432835820895522,9,29
10,55,-0.14503363806526873,0.13432835820895522,9,29
10,56,0.07745571440197489,0.22580645161290322,14,24
10,57,0.15166121856604184,0.16923076923076924,11,27
10,58,0.04713059165016413,0.16923076923076924,11,27
10,59,-0.00462014757344763,0.11764705882352941,8,30
10,60,0.013714632558391887,0.16923076923076924,11,27
10,61,-0.0007392236117516208,0.13432835820895522,9,29
10,62,-0.03676620188264656,0.10144927536231885,7,31
10,63,0.0735425765672897,0.13432835820895522,9,29
10,64,0.05157271518867157,0.08571428571428572,6,32
10,65,-0.0032807286438976753,0.08571428571428572,6,32
10,66,0.10767910913381983,0.13432835820895522,9,29
10,67,0.04763244988199551,0.10144927536231885,7,31
10,68,0.13429963649187535,0.1875,12,26
10,69,0.14737168705748313,0.16923076923076924,11,27
10,70,0.013502699183463095,0.11764705882352941,8,30
10,71,0.1279178987060196,0.13432835820895522,9,29
10,72,0.01326702927054228,0.1875,12,26
10,73,0.026747687383012777,0.13432835820895522,9,29
10,74,-0.06306628597780974,0.08571428571428572,6,32
10,75,0.036522054634728594,0.13432835820895522,9,29
10,76,-0.021566340232753712,0.13432835820895522,9,29
10,77,0.06861554946694519,0.13432835820895522,9,29
10,78,-0.0685155169139788,0.13432835820895522,9,29
10,79,0.20835085315899415,0.26666666666666666,16,22
10,80,0.0814095434446464,0.1875,12,26
10,81,0.0022346255052491664,0.10144927536231885,7,31
10,82,0.06945650109866262,0.13432835820895522,9,29
10,83,0.20687410140249032,0.1875,12,26
10,84,-0.04184921194693867,0.08571428571428572,6,32
10,85,0.010786561050375716,0.16923076923076924,11,27
10,86,-0.15790731899194316,0.10144927536231885,7,31
10,87,-0.03895504977891111,0.08571428571428572,6,32
10,88,-0.07280165748853866,0.11764705882352941,8,30
10,89,0.10436786208393241,0.26666666666666666,16,22
10,90,0.09057693351056616,0.15151515151515152,10,28
10,91,0.05388194124189567,0.15151515151515152,10,28
10,92,-0.06215412473211623,0.16923076923076924,11,27
10,93,0.038514228359059224,0.15151515151515152,10,28
10,94,-0.04821399506280011,0.13432835820895522,9,29
10,95,0.029112863847218087,0.1875,12,26
