budget_per_pool,repeat,spearman,bottom_jaccard,bottom_overlap,bottom_mistakes_per_side
10,96,0.08195039741746468,0.16923076923076924,11,27
10,97,0.1163107316279196,0.20634920634920634,13,25
10,98,-0.03124237039850257,0.11764705882352941,8,30
10,99,0.13782959878468928,0.2459016393442623,15,23
10,100,-0.07343237121232674,0.13432835820895522,9,29
10,101,0.013872310989338905,0.15151515151515152,10,28
10,102,-0.013955388872310993,0.16923076923076924,11,27
10,103,0.058068049263489144,0.11764705882352941,8,30
10,104,-0.05805618099449313,0.15151515151515152,10,28
10,105,0.14406722187559345,0.26666666666666666,16,22
10,106,-0.022220790494533817,0.15151515151515152,10,28
10,107,0.12463038819412421,0.20634920634920634,13,25
10,108,0.06863419960393892,0.16923076923076924,11,27
10,109,0.0007612646827442151,0.11764705882352941,8,30
10,110,0.08078222065485718,0.13432835820895522,9,29
10,111,0.05322749098011557,0.16923076923076924,11,27
10,112,0.0904006049426254,0.11764705882352941,8,30
10,113,0.017690502672055994,0.10144927536231885,7,31
10,114,0.10594125545940375,0.15151515151515152,10,28
10,115,-0.11571562271111957,0.10144927536231885,7,31
10,116,0.019419879011474923,0.11764705882352941,8,30
10,117,0.22580738138512874,0.1875,12,26
10,118,0.32570260152456393,0.26666666666666666,16,22
10,119,0.09135176192930582,0.2459016393442623,15,23
10,120,0.0795648753492662,0.15151515151515152,10,28
10,121,-0.10847428315655265,0.05555555555555555,4,34
10,122,0.18207620106882239,0.11764705882352941,8,30
10,123,0.028512668529419742,0.16923076923076924,11,27
10,124,0.15639665789545074,0.1875,12,26
10,125,0.09603803271573125,0.1875,12,26
10,126,0.0898292325638174,0.13432835820895522,9,29
10,127,-0.06041966199169901,0.10144927536231885,7,31
10,128,-0.07720648075305864,0.11764705882352941,8,30
10,129,0.06625885033773704,0.22580645161290322,14,24
10,130,0.01824152944687085,0.08571428571428572,6,32
10,131,0.09738423351327892,0.22580645161290322,14,24
10,132,-0.04407196918319182,0.13432835820895522,9,29
10,133,0.11914385698396768,0.13432835820895522,9,29
10,134,-0.05388194124189567,0.16923076923076924,11,27
10,135,0.04019443615549468,0.1875,12,26
10,136,0.1066482651981662,0.1875,12,26
10,137,0.033619415131703884,0.15151515151515152,10,28
10,138,0.08523790792936006,0.13432835820895522,9,29
10,139,0.04336156851043051,0.1875,12,26
10,140,0.0011105308846268618,0.16923076923076924,11,27
10,141,-0.002197325231261699,0.13432835820895522,9,29
10,142,-0.028509277595420886,0.13432835820895522,9,29
10,143,0.015961126332637066,0.11764705882352941,8,30
10,144,0.003499443886824187,0.08571428571428572,6,32
10,145,0.04288175134959173,0.22580645161290322,14,24
10,146,0.12785855736103954,0.1875,12,26
10,147,0.50827387895722,0.38181818181818183,21,17
10,148,-0.05678797167891925,0.08571428571428572,6,32
10,149,0.03083206738464043,0.1875,12,26
10,150,0.024570707755744246,0.08571428571428572,6,32
10,151,-0.030565879065729867,0.08571428571428572,6,32
10,152,0.02090510810297589,0.15151515151515152,10,28
10,153,0.0300979301738871,0.22580645161290322,14,24
10,154,-0.025728711716355154,0.11764705882352941,8,30
10,155,0.14844152673412367,0.1875,12,26
10,156,0.13502699183463096,0.16923076923076924,11,27
10,157,0.07536181265767844,0.15151515151515152,10,28
10,158,0.11542400238721756,0.16923076923076924,11,27
10,159,0.024031549249925403,0.22580645161290322,14,24
10,160,-0.09201977592708137,0.15151515151515152,10,28
10,161,0.14416216802756154,0.1875,12,26
10,162,0.159541749179394,0.16923076923076924,11,27
10,163,0.24204317337167353,0.13432835820895522,9,29
10,164,-0.17657441065567103,0.11764705882352941,8,30
10,165,-0.025925385888289073,0.11764705882352941,8,30
10,166,0.10772319127580501,0.1875,12,26
10,167,0.20786086319615876,0.2459016393442623,15,23
10,168,0.020737256870032285,0.07042253521126761,5,33
10,169,-0.1516188318910561,0.11764705882352941,8,30
10,170,0.043680316306323415,0.20634920634920634,13,25
10,171,-0.016534194178444515,0.15151515151515152,10,28
10,172,-0.08507683856441421,0.13432835820895522,9,29
10,173,0.07791009955782222,0.1875,12,26
10,174,0.13861120907142666,0.22580645161290322,14,24
10,175,0.07113331796109922,0.15151515151515152,10,28
10,176,0.1850670048558175,0.16923076923076924,11,27
10,177,-0.10423052925697855,0.08571428571428572,6,32
10,178,-0.09313369774570708,0.08571428571428572,6,32
10,179,-0.009413232780837156,0.16923076923076924,11,27
10,180,0.003860578357702846,0.11764705882352941,8,30
10,181,-0.016854637441336844,0.1875,12,26
10,182,-0.016456202696470718,0.11764705882352941,8,30
10,183,-0.0429580473645661,0.11764705882352941,8,30
10,184,-0.019046876271600253,0.08571428571428572,6,32
10,185,-0.07061111412527468,0.13432835820895522,9,29
10,186,0.10385583105010446,0.1875,12,26
10,187,0.20573644304587257,0.20634920634920634,13,25
10,188,0.029053522502238024,0.15151515151515152,10,28
10,189,0.030508233187749235,0.16923076923076924,11,27
10,190,0.039202587960827935,0.15151515151515152,10,28
10,191,0.0316916691533516,0.15151515151515152,10,28
10,192,0.2027032525838917,0.22580645161290322,14,24
10,193,-0.013782451238369098,0.10144927536231885,7,31
10,194,0.40180363779399403,0.26666666666666666,16,22
10,195,-0.13326201068822396,0.08571428571428572,6,32
10,196,0.08218606733038548,0.13432835820895522,9,29
10,197,-0.06448200092233405,0.13432835820895522,9,29
10,198,0.030847326587635303,0.16923076923076924,11,27
10,199,0.1257205734747579,0.20634920634920634,13,25
25,0,0.24587323332338665,0.2459016393442623,15,23
25,1,0.3868547052600168,0.288135593220339,17,21
25,2,0.010620405284431547,0.2459016393442623,15,23
25,3,0.06413443018745084,0.1875,12,26
25,4,0.11362511190082197,0.1875,12,26
25,5,0.08892893958711989,0.22580645161290322,14,24
25,6,0.31137590537937776,0.26666666666666666,16,22
25,7,0.03403650001356374,0.13432835820895522,9,29
25,8,0.21999023411008334,0.2459016393442623,15,23
25,9,0.08326268887502375,0.20634920634920634,13,25
25,10,0.10127363480997208,0.13432835820895522,9,29
25,11,-0.040433497002414345,0.10144927536231885,7,31
25,12,0.11893870547703661,0.16923076923076924,11,27
25,13,0.3641710522746386,0.22580645161290322,14,24
25,14,0.29984672978325155,0.26666666666666666,16,22
25,15,0.012841467053685267,0.11764705882352941,8,30
25,16,0.4029752054906004,0.288135593220339,17,21
25,17,0.3284085668556548,0.288135593220339,17,21
25,18,0.0004730352928410602,0.15151515151515152,10,28
25,19,0.11627512682093158,0.2459016393442623,15,23
25,20,0.03265978081002632,0.11764705882352941,8,30
25,21,0.12571040067276132,0.22580645161290322,14,24
25,22,0.0374562569514147,0.16923076923076924,11,27
25,23,-0.038205653365162906,0.13432835820895522,9,29
25,24,0.08792183218945827,0.2459016393442623,15,23
25,25,0.26211750264492856,0.22580645161290322,14,24
25,26,0.14717501288554924,0.16923076923076924,11,27
25,27,0.1713794997694165,0.16923076923076924,11,27
25,28,-0.09528524536798418,0.15151515151515152,10,28
25,29,0.05074532729294958,0.20634920634920634,13,25
25,30,0.17364464368065544,0.2459016393442623,15,23
25,31,0.05063003553698832,0.13432835820895522,9,29
25,32,0.1027012180234924,0.1875,12,26
25,33,-0.05774930146759624,0.11764705882352941,8,30
25,34,0.030418373436779434,0.15151515151515152,10,28
25,35,0.02395186230095218,0.16923076923076924,11,27
25,36,-0.03033529555380735,0.13432835820895522,9,29
25,37,0.04584203673059708,0.15151515151515152,10,28
25,38,0.04606753384152131,0.16923076923076924,11,27
25,39,0.2751200390635597,0.26666666666666666,16,22
25,40,0.036718728806662514,0.13432835820895522,9,29
25,41,0.23522909150096308,0.26666666666666666,16,22
25,42,0.049255011800450325,0.11764705882352941,8,30
25,43,0.09917634213167677,0.20634920634920634,13,25
25,44,0.0553146108564143,0.13432835820895522,9,29
25,45,0.27571514798035973,0.288135593220339,17,21
25,46,0.07865610503757156,0.1875,12,26
25,47,0.24280274258741832,0.13432835820895522,9,29
25,48,0.09439851612728212,0.16923076923076924,11,27
25,49,0.18032139272441206,0.22580645161290322,14,24
25,50,0.20052288202262436,0.20634920634920634,13,25
25,51,0.3830382090442992,0.288135593220339,17,21
25,52,0.08281169465317528,0.1875,12,26
25,53,-0.009416623714836016,0.22580645161290322,14,24
25,54,0.31173703985025636,0.2459016393442623,15,23
25,55,0.25129703225456423,0.1875,12,26
25,56,0.19365624067493156,0.16923076923076924,11,27
25,57,0.04528761902178336,0.2459016393442623,15,23
25,58,0.04933300328242412,0.16923076923076924,11,27
25,59,0.2141357865610504,0.2459016393442623,15,23
25,60,0.15809042942788162,0.22580645161290322,14,24
25,61,-0.018263570517863443,0.10144927536231885,7,31
25,62,0.1513492526381467,0.15151515151515152,10,28
25,63,0.1960926267531129,0.15151515151515152,10,28
25,64,0.03129323440848548,0.1875,12,26
25,65,0.2975951496080081,0.288135593220339,17,21
25,66,0.04617943466348372,0.20634920634920634,13,25
25,67,0.11726188861460002,0.20634920634920634,13,25
25,68,0.11422700268561974,0.20634920634920634,13,25
25,69,0.0838306703198329,0.20634920634920634,13,25
25,70,0.07893585709247757,0.22580645161290322,14,24
25,71,0.12904877519463964,0.2459016393442623,15,23
25,72,0.26627309226053225,0.16923076923076924,11,27
25,73,0.16721543281881565,0.22580645161290322,14,24
25,74,0.11253153568618941,0.15151515151515152,10,28
25,75,0.057611968640642386,0.22580645161290322,14,24
25,76,0.0018633182323739253,0.11764705882352941,8,30
25,77,-0.07177081355288502,0.11764705882352941,8,30
25,78,0.11693805441770884,0.20634920634920634,13,25
25,79,-0.035392873613108,0.15151515151515152,10,28
25,80,0.017403968749152267,0.15151515151515152,10,28
25,81,0.10641768168624367,0.16923076923076924,11,27
25,82,0.2604101673765022,0.2459016393442623,15,23
25,83,0.26533380354284786,0.26666666666666666,16,22
25,84,0.2970763367061824,0.3333333333333333,19,19
25,85,0.1763116132707593,0.1875,12,26
25,86,0.04503499443886824,0.11764705882352941,8,30
25,87,-0.06519748799609365,0.10144927536231885,7,31
25,88,0.1660557333912053,0.2459016393442623,15,23
25,89,0.1303339391802078,0.22580645161290322,14,24
25,90,0.23618024848764346,0.22580645161290322,14,24
25,91,0.041703401784987666,0.1875,12,26
25,92,0.02957063993706427,0.16923076923076924,11,27
25,93,-0.025399791118465673,0.1875,12,26
25,94,0.07322382877139681,0.20634920634920634,13,25
25,95,0.20856617746792178,0.20634920634920634,13,25
25,96,0.15284634999864363,0.20634920634920634,13,25
25,97,0.12788738030002986,0.26666666666666666,16,22
25,98,0.021737582399696174,0.10144927536231885,7,31
25,99,0.09149079022325911,0.20634920634920634,13,25
25,100,-0.007383758782519059,0.1875,12,26
25,101,0.018777297018690832,0.16923076923076924,11,27
25,102,0.33552613731926323,0.3333333333333333,19,19
25,103,0.1911842497897621,0.22580645161290322,14,24
25,104,0.10034960529528254,0.2459016393442623,15,23
25,105,0.0722726717847164,0.15151515151515152,10,28
25,106,0.01683429183734368,0.15151515151515152,10,28
25,107,-0.05924470336109379,0.10144927536231885,7,31
25,108,-0.02396203510294876,0.16923076923076924,11,27
25,109,0.18892249681252207,0.20634920634920634,13,25
25,110,0.0644006185063614,0.15151515151515152,10,28
25,111,0.03445188942842417,0.11764705882352941,8,30
25,112,0.2526754469251011,0.3333333333333333,19,19
25,113,0.002731397336082251,0.13432835820895522,9,29
25,114,0.3349785014784473,0.288135593220339,17,21
25,115,0.09110591921438843,0.15151515151515152,10,28
25,116,0.12315533190461983,0.13432835820895522,9,29
25,117,-0.009694680302742589,0.11764705882352941,8,30
25,118,0.0524967447033611,0.22580645161290322,14,24
25,119,0.25736849957952423,0.1875,12,26
25,120,0.18634199603938909,0.26666666666666666,16,22
25,121,0.12307564495564659,0.16923076923076924,11,27
25,122,0.12506951414697667,0.15151515151515152,10,28
25,123,-0.006293573501885361,0.15151515151515152,10,28
25,124,0.05219325611046308,0.26666666666666666,16,22
25,125,0.16620154355315628,0.20634920634920634,13,25
25,126,0.21655182703523862,0.16923076923076924,11,27
25,127,0.16192048937959472,0.2459016393442623,15,23
25,128,-0.01741583701814828,0.13432835820895522,9,29
25,129,0.09897966795974283,0.2459016393442623,15,23
25,130,0.04086075468627079,0.16923076923076924,11,27
25,131,0.22263685809619405,0.2459016393442623,15,23
25,132,0.10066157122317773,0.1875,12,26
25,133,-0.04396006836122942,0.10144927536231885,7,31
25,134,0.2661967962455579,0.3103448275862069,18,20
