update,fragment_updates,complete,valid_transitions,rollout_n,success_episodes,zero_reward_episodes,policy_loss,value_loss,q_loss,total_loss,grad_norm,NaN_n,original_episode_n,absent_episode_n,interaction_seconds,H,actor_episode_discount_weight,num_envs,dp_rms_all,dk_rms_all,dh_rms_all,residual_rms_all,max_abs_residual,dp_nonzero_rate_all,residual_nonzero_rate_all,dp_nonzero_rate_conditioned,residual_nonzero_rate_conditioned,qualifying_n,mean_duration,median_duration,candidate_count_mean,dp_opportunity_n,dp_nonzero_n,delta_nonzero_n
1,0,True,1024,1024,40,96,-0.0091445041976198,0.034612505362019874,0.012849903608184832,0.002039285078353714,0.24135552864754573,0,0,137,4927.650000000414,23.09999999999752,False,1,0.0,0.013416923412479792,0.013416923412479792,0.0,0,0.0,0.0,,,0,4.812158203125405,4.2000000000014035,2.3251953125,0,0,0
2,0,True,2048,1024,82,190,-0.038119341553692065,0.031290980376070365,0.00591037615777168,-0.028465431052609347,0.4581421031616628,0,0,272,9765.450000000852,23.09999999999752,False,1,0.0,0.04991986718548899,0.04991986718548899,0.0,0,0.0,0.0,,,0,4.724414062500426,4.149999999999654,2.2373046875,0,0,0
3,0,True,3072,1024,158,270,-0.05287077959656017,0.039507992420112714,0.005761748798249755,-0.03933624747151043,0.6600090709980577,0,0,429,14735.950000001134,23.09999999999752,False,1,0.0,0.07323170279992268,0.07323170279992268,0.0,0,0.0,0.0,,,0,4.854003906250258,4.249999999999643,2.3544921875,0,0,0
4,0,True,4096,1024,280,326,-0.0608773746881455,0.03720263531431556,0.009863332252280088,-0.04712368107720977,1.0688543270807713,0,0,606,19615.100000001195,23.09999999999752,False,1,0.0,0.12523839678563958,0.12523839678563958,0.0,0,0.0,0.0,,,0,4.764794921875136,4.25000000000142,2.3505859375,0,0,0
5,0,True,5120,1024,431,377,-0.05792063057015184,0.034570938238175586,0.0076415432849898934,-0.04515009011811344,1.0405289540067315,0,0,808,24621.800000001145,23.09999999999752,False,1,0.0,0.11522799160661028,0.11522799160661028,0.0,0,0.0,0.0,,,0,4.889355468750032,4.40000000000147,2.458984375,0,0,0
6,0,True,6144,1024,633,411,-0.058629970357287675,0.025564619194483384,0.009458534477744251,-0.048329896222639945,0.4243657845072448,0,0,1045,29704.60000000085,23.09999999999752,False,1,0.0,0.14632359684300003,0.14632359684300003,0.0,0,0.0,0.0,,,0,4.963671874999918,4.4999999999976374,2.5126953125,0,0,0
7,0,True,7168,1024,904,434,-0.053551616156499816,0.014201106423570309,0.010745272573331022,-0.04739080039871624,0.2033249195665121,0,0,1338,34842.950000000856,23.09999999999752,False,1,0.0,0.21032962386103354,0.21032962386103354,0.0,0,0.0,0.0,,,0,5.017919921875188,4.599999999997451,2.60546875,0,0,0
8,0,True,8192,1024,1112,462,-0.055581972115816405,0.030440576374530792,0.008996725608085399,-0.041628384511568584,0.29531116015277803,0,0,1575,39602.150000001166,23.09999999999752,False,1,0.0,0.2900549704456756,0.2900549704456756,0.0,0,0.0,0.0,,,0,4.647656250000067,3.7499999999979217,2.625,0,0,0
